Date,Open,High,Low,Close,Adj Close,Volume
2018-01-10,205.000000,206.050003,204.250000,204.750000,196.548233,956900
2018-01-11,204.789993,206.169998,204.699997,205.509995,197.277817,1245600
2018-01-12,206.529999,211.750000,205.589996,210.589996,202.154312,1892700
2018-01-16,211.009995,211.619995,206.000000,206.330002,198.064987,1753800
2018-01-17,207.759995,209.050003,206.789993,208.520004,200.167236,1421000
2018-01-18,208.360001,209.440002,207.190002,207.800003,200.282913,1241700
2018-01-19,209.410004,209.410004,207.529999,209.100006,201.535858,1413900
2018-01-22,209.080002,209.229996,207.039993,208.199997,200.668427,1895000
2018-01-23,208.300003,208.789993,206.830002,207.479996,199.974457,2277400
2018-01-24,202.990005,220.160004,201.399994,219.270004,211.337997,4176200
2018-01-25,220.000000,227.710007,219.600006,226.529999,218.335342,3237700
2018-01-26,224.949997,226.550003,221.669998,226.240005,218.055832,1977700
2018-01-29,226.500000,229.539993,225.229996,225.500000,217.342606,1737700
2018-01-30,224.910004,225.869995,222.300003,224.279999,216.166748,1590200
2018-01-31,226.089996,226.910004,222.380005,222.479996,214.431854,1833600
2018-02-01,222.389999,227.820007,222.000000,225.210007,217.063095,1779800
2018-02-02,220.839996,225.440002,220.839996,221.720001,213.699326,1377900
2018-02-05,220.440002,222.350006,208.910004,211.220001,203.579193,2376000
2018-02-06,206.320007,213.089996,203.899994,212.460007,204.774323,2901400
2018-02-07,212.410004,218.619995,212.009995,214.949997,207.174255,1962100
2018-02-08,216.130005,217.229996,205.970001,206.050003,198.596191,1969900
2018-02-09,208.119995,214.330002,206.960007,212.100006,204.427338,2682400
2018-02-12,214.169998,215.089996,207.869995,209.529999,201.950302,2698800
2018-02-13,207.910004,212.690002,207.500000,211.809998,204.147827,2556500
2018-02-14,211.100006,218.399994,210.600006,218.250000,210.354843,2475600
2018-02-15,224.380005,225.399994,220.720001,225.399994,217.246201,2624500
2018-02-16,225.600006,226.000000,222.500000,224.190002,216.079987,1939200
2018-02-20,223.000000,224.080002,221.179993,221.830002,213.805359,1211100
2018-02-21,221.440002,224.889999,220.729996,220.750000,212.764404,1151100
2018-02-22,221.679993,222.580002,219.759995,220.139999,212.176483,897600
2018-02-23,221.449997,222.160004,219.869995,221.000000,213.005402,1034300
2018-02-26,222.970001,227.279999,222.009995,226.779999,218.576324,1445900
2018-02-27,226.490005,227.779999,223.869995,223.889999,215.790833,1083400
2018-02-28,224.600006,226.389999,222.449997,222.449997,214.402939,1028000
2018-03-01,222.979996,225.600006,218.000000,219.149994,211.222305,2009600
2018-03-02,217.729996,224.020004,217.649994,223.339996,215.260742,2058700
2018-03-05,220.639999,224.759995,219.300003,224.639999,216.513687,1965600
2018-03-06,225.080002,225.440002,223.160004,224.809998,216.677567,1337300
2018-03-07,222.550003,226.479996,221.380005,226.279999,218.094391,1238300
2018-03-08,227.000000,227.050003,224.479996,226.649994,218.450974,1054700
