Date,Open,High,Low,Close,Adj Close,Volume
2018-01-10,317.489990,322.149994,315.500000,320.260010,307.021362,4479300
2018-01-11,322.130005,328.399994,321.190002,328.119995,314.556458,4635300
2018-01-12,330.380005,336.880005,330.380005,336.209991,322.312012,6559300
2018-01-16,339.899994,347.730011,331.329987,335.160004,321.305481,12305500
2018-01-17,337.730011,352.230011,336.410004,351.010010,336.500275,9699900
2018-01-18,350.700012,350.829987,339.149994,340.160004,326.098785,9458600
2018-01-19,341.670013,344.000000,335.750000,337.730011,323.769226,7264400
2018-01-22,335.290009,341.380005,332.040009,338.000000,324.028107,6792900
2018-01-23,338.339996,338.940002,334.809998,335.589996,321.717712,4537800
2018-01-24,336.200012,338.989990,334.140015,334.690002,320.854889,4205400
2018-01-25,336.209991,343.619995,335.299988,343.109985,328.926788,4747500
2018-01-26,344.329987,345.980011,341.250000,343.220001,329.032288,5236300
2018-01-29,341.230011,344.480011,340.100006,340.820007,326.731506,3324900
2018-01-30,339.170013,339.980011,334.160004,337.709991,323.750061,4983100
2018-01-31,360.500000,360.970001,351.619995,354.369995,339.721344,11409600
2018-02-01,352.950012,361.450012,352.040009,356.940002,342.185150,6067600
2018-02-02,354.000000,355.200012,348.700012,348.910004,334.487061,5486100
2018-02-05,342.670013,350.000000,317.390015,328.880005,315.285065,10511300
2018-02-06,320.000000,341.670013,317.649994,340.910004,326.817780,11935100
2018-02-07,340.519989,353.589996,339.869995,348.119995,333.729767,7946700
2018-02-08,348.000000,349.000000,329.399994,329.660004,317.592834,8295900
2018-02-09,333.549988,337.809998,319.250000,332.829987,320.646820,8833000
2018-02-12,336.570007,347.750000,335.130005,343.799988,331.215240,6885000
2018-02-13,340.450012,347.880005,340.290009,343.160004,330.598724,4030200
2018-02-14,341.339996,347.429993,341.170013,344.850006,332.226807,4340200
2018-02-15,348.470001,356.549988,348.049988,356.459991,343.411835,5827500
2018-02-16,356.589996,359.500000,353.510010,355.040009,342.043854,5211600
2018-02-20,352.000000,357.790009,351.399994,353.350006,340.415680,4303400
2018-02-21,352.559998,360.809998,351.750000,352.369995,339.471527,5258600
2018-02-22,354.649994,358.070007,352.640015,355.920013,342.891602,3414300
2018-02-23,358.179993,358.769989,353.070007,356.660004,343.604523,3355400
2018-02-26,359.500000,364.049988,358.209991,363.480011,350.174866,4148100
2018-02-27,364.600006,369.890015,363.299988,364.640015,351.292450,4774100
2018-02-28,366.799988,371.600006,362.209991,362.209991,348.951355,5472900
2018-03-01,362.329987,362.739990,346.399994,349.690002,336.889618,8978000
2018-03-02,341.820007,346.089996,335.299988,344.670013,332.053436,10021300
2018-03-05,338.000000,354.769989,336.609985,352.750000,339.837616,8140200
2018-03-06,354.239990,355.209991,346.019989,348.920013,336.147858,4888300
2018-03-07,341.519989,348.410004,339.500000,347.040009,334.336700,4575700
2018-03-08,349.510010,352.500000,343.950012,348.730011,335.964783,4319900
2018-03-09,352.649994,354.890015,350.230011,354.519989,341.542908,3538300
2018-03-12,355.200012,355.230011,343.260010,344.190002,331.591003,6088800
2018-03-13,345.320007,347.880005,337.609985,338.670013,326.273010,5443800
2018-03-14,339.790009,340.519989,322.299988,330.260010,318.170898,13057900
2018-03-15,332.299988,332.920013,322.910004,329.980011,317.901123,8766000
2018-03-16,329.820007,330.829987,325.630005,330.470001,318.373199,9329000
2018-03-19,327.450012,333.329987,326.779999,331.760010,319.615997,6328900
2018-03-20,331.839996,339.700012,331.000000,337.630005,325.271118,6500500
2018-03-21,337.070007,341.910004,335.170013,337.100006,324.760529,4056300
2018-03-22,330.109985,332.679993,319.010010,319.609985,307.910706,7282200
2018-03-23,320.149994,331.140015,318.320007,321.000000,309.249878,7237500
2018-03-26,330.480011,331.940002,323.589996,328.970001,316.928101,5392900
2018-03-27,331.510010,334.880005,319.000000,321.119995,309.365448,5355500
2018-03-28,321.850006,323.239990,311.170013,320.019989,308.305756,5634700
2018-03-29,323.380005,330.480011,322.000000,327.880005,315.878052,3652100
2018-04-02,325.200012,329.940002,317.170013,322.440002,310.637177,5024900
2018-04-03,324.760010,331.100006,323.089996,330.820007,318.710419,4783100
2018-04-04,312.299988,327.809998,311.880005,327.440002,315.454132,8235700
2018-04-05,330.589996,338.959991,330.260010,336.399994,324.086121,6220000
2018-04-06,330.609985,334.589996,322.209991,326.119995,314.182434,5713600
2018-04-09,332.250000,334.880005,322.049988,322.480011,310.675690,4931700
2018-04-10,331.350006,336.690002,329.549988,334.829987,322.573578,5552000
2018-04-11,331.600006,337.570007,326.309998,327.359985,315.377014,4573500
2018-04-12,331.980011,338.350006,330.459991,337.480011,325.126617,4325000
2018-04-13,338.989990,339.670013,326.600006,329.279999,317.226776,4733500
2018-04-16,332.339996,333.220001,327.630005,331.769989,319.625610,3901400
2018-04-17,334.730011,339.739990,333.649994,336.720001,324.394409,3381800
2018-04-18,338.329987,342.399994,337.179993,341.000000,328.517761,3117500
2018-04-19,340.190002,342.410004,337.500000,340.640015,328.170990,3006800
2018-04-20,340.730011,341.399994,335.049988,338.670013,326.273010,3038000
2018-04-23,339.549988,341.260010,336.000000,338.839996,326.436798,2765600
2018-04-24,343.170013,347.670013,323.279999,329.059998,317.014771,7051800
