Date,Open,High,Low,Close,Adj Close,Volume
2018-01-10,309.339996,309.480011,306.359985,307.609985,298.112213,676100
2018-01-11,308.880005,309.709991,308.260010,309.549988,299.992310,493200
2018-01-12,310.000000,315.709991,309.670013,315.149994,305.419403,706100
2018-01-16,317.420013,318.700012,312.329987,312.540009,302.889954,756100
2018-01-17,314.989990,317.809998,313.320007,317.510010,307.706543,613100
2018-01-18,317.500000,318.700012,314.000000,314.299988,304.595642,598700
2018-01-19,316.230011,317.190002,314.690002,316.369995,306.601746,874000
2018-01-22,316.100006,316.579987,313.559998,315.140015,305.409698,731300
2018-01-23,315.230011,315.350006,312.670013,313.480011,303.800995,653700
2018-01-24,313.450012,316.320007,312.679993,313.459991,303.781586,857500
2018-01-25,316.739990,325.989990,314.470001,325.000000,314.965271,1406000
2018-01-26,326.079987,335.570007,323.630005,335.559998,325.199249,1297900
2018-01-29,336.000000,341.260010,335.049988,338.339996,327.893402,1389800
2018-01-30,335.279999,341.279999,333.519989,339.459991,328.978821,1297400
2018-01-31,340.630005,344.200012,339.619995,340.529999,330.015747,1318300
2018-02-01,340.529999,349.179993,340.239990,342.859985,332.273865,1455200
2018-02-02,340.899994,344.170013,336.720001,336.790009,326.391266,1227000
2018-02-05,333.750000,339.529999,316.269989,322.369995,312.416504,1541600
2018-02-06,314.109985,329.000000,313.010010,327.500000,317.388092,1716400
2018-02-07,326.760010,342.140015,326.010010,337.660004,327.234375,2099900
2018-02-08,338.410004,341.670013,323.459991,324.010010,314.005859,1520900
2018-02-09,327.910004,338.000000,323.459991,332.690002,322.417847,1750000
2018-02-12,334.600006,341.339996,330.570007,337.440002,327.021210,1284800
2018-02-13,335.119995,344.380005,335.119995,343.359985,332.758392,897900
2018-02-14,346.149994,350.420013,342.399994,349.619995,338.825104,1536800
2018-02-15,352.989990,357.000000,352.059998,356.910004,345.890015,1316900
2018-02-16,355.910004,358.839996,354.739990,356.000000,345.008118,957900
2018-02-20,352.450012,355.160004,348.579987,350.359985,339.542267,1171800
2018-02-21,352.309998,356.309998,350.420013,350.820007,339.988098,1337100
2018-02-22,351.790009,352.559998,347.519989,348.630005,337.865692,842400
2018-02-23,350.000000,351.579987,348.170013,351.510010,340.656738,845000
2018-02-26,353.200012,355.839996,352.149994,355.089996,344.126221,504700
2018-02-27,354.649994,359.429993,353.579987,353.660004,342.740326,876000
2018-02-28,354.299988,357.260010,349.769989,350.040009,339.232147,1018900
2018-03-01,351.119995,351.869995,337.220001,339.540009,329.056335,1461100
2018-03-02,336.679993,344.690002,334.399994,343.049988,333.538513,1147300
2018-03-05,340.950012,345.390015,337.549988,344.790009,335.230316,1387100
2018-03-06,345.440002,346.209991,340.820007,341.869995,332.391235,908300
2018-03-07,337.989990,347.429993,336.359985,346.820007,337.203979,869800
2018-03-08,348.100006,348.220001,344.269989,346.359985,336.756744,654600
2018-03-09,347.239990,349.869995,344.010010,349.640015,339.945801,782500
2018-03-12,352.829987,352.829987,342.640015,344.720001,335.162201,938600
2018-03-13,346.269989,348.640015,342.850006,344.329987,334.783020,947100
2018-03-14,346.690002,346.750000,338.059998,340.100006,330.670319,811200
2018-03-15,340.899994,342.540009,338.519989,340.820007,331.370392,1061000
2018-03-16,340.670013,343.200012,338.200012,338.630005,329.241089,1268900
2018-03-19,338.179993,345.540009,336.899994,344.929993,335.366394,1004200
2018-03-20,345.299988,349.750000,344.630005,347.579987,337.942902,634100
2018-03-21,347.929993,350.619995,345.899994,347.220001,337.592865,607000
2018-03-22,344.809998,346.049988,338.100006,338.829987,329.435516,770400
2018-03-23,340.709991,356.970001,340.709991,345.769989,336.183136,1587100
2018-03-26,350.000000,355.839996,349.440002,355.230011,345.380829,1005100
2018-03-27,356.010010,358.500000,347.279999,349.290009,339.605530,1137800
2018-03-28,350.510010,350.670013,341.720001,344.709991,335.152557,923400
2018-03-29,345.980011,351.329987,344.799988,349.119995,339.440186,1077200
2018-04-02,349.250000,350.440002,338.730011,345.519989,335.940033,1041600
2018-04-03,346.339996,347.640015,340.649994,346.040009,336.445679,1023600
2018-04-04,340.190002,353.559998,338.010010,353.440002,343.640442,949100
2018-04-05,355.010010,360.880005,352.549988,360.029999,350.047729,1133400
2018-04-06,356.700012,359.600006,349.470001,351.720001,341.968170,1079500
2018-04-09,353.609985,355.000000,346.700012,347.589996,337.952667,961700
