Month,Day,Year,AAL,ACB,AMD,BA,GD,GOOG,LMT,MU,NOC,NRT,RTN,USO,ZN,^GSPC,0,1,2,3,4,5
1.0,10.0,2018.0,4.9088862943266385,-8.364661654135343,1.5050167224080242,2.4542511567397987,0.3711819291819309,0.2639224240291892,0.024170669959365173,-1.131380717354404,0.6306697098925413,2.7713625866050835,-0.06718524017335223,0.1577287066246023,1.3274336283185952,0.7033646798365777,0.0,1.0,1.0,0.0,0.0,1.0
1.0,11.0,2018.0,3.6334687569467903,-14.871794871794863,-0.9884678747940773,2.4655601984877467,2.471899724390525,1.5142186208441557,1.5462189842928966,-0.023351237739375374,1.8090797018541664,1.4606741573033595,2.1256792720244397,1.3385826771653537,0.4366812227074143,0.6749602755413997,0.0,0.0,0.0,0.0,0.0,3.0
1.0,12.0,2018.0,-0.83803829591179,15.903614457831306,-0.9151414309484147,-0.3123009512230668,-2.022885265641953,-0.04455295524608419,-1.8260267657992582,0.2569422971982642,-0.828172314672484,-1.3289036544850412,-0.8761323501826974,-0.8547008547008503,-4.347826086956506,-0.3524487493986472,1.0,3.0,6.0,0.0,3.0,2.0
1.0,16.0,2018.0,0.31045187995860596,3.1185031185031264,2.267002518891684,4.729086350052677,1.0614074437899694,0.9110656387189362,1.4389143666769122,3.122087750330285,1.5901967290210275,0.0,0.6437485442956821,0.15673981191222236,-2.2727272727272845,0.9415051661626807,2.0,4.0,1.0,1.0,2.0,0.0
1.0,17.0,2018.0,0.30949105914719194,5.524193548387097,2.3809523809523885,-3.0910816475005958,-0.34529109255148316,-0.19346110697117538,-0.5554515568648773,-0.6100226213295493,-1.0109986768606247,-0.44893378226712594,-0.6497781448353067,-0.15649452269170244,0.9302325581395358,-0.16163899808150006,0.0,0.0,0.0,0.0,0.0,2.0
1.0,18.0,2018.0,-0.4799434350360021,2.884982804738246,0.9623095429029609,-0.7143676421170386,0.6256029746063111,0.6833102376113255,-0.3003003003003003,-2.8188268779801304,0.6586086792978282,0.6764374295377734,0.4956241200277395,-0.3134796238244447,1.8433179723502322,0.4385235280832624,0.0,0.0,1.0,0.0,0.0,1.0
1.0,19.0,2018.0,0.06888907907528216,8.170844939647177,0.4765687053216878,0.07994225896614489,-0.43042036067660916,1.6087813592075506,-0.9036144578313252,0.30409590643274864,-0.38877896748710694,-0.44792833146695576,-0.15761542151367036,0.4716981132075371,-1.3574660633484075,0.8066726543333609,0.0,0.0,1.0,0.0,0.0,0.0
1.0,22.0,2018.0,0.32702754998374417,2.4806866952789672,2.2924901185770685,-0.713018934911247,-0.3458218109388332,1.2251071782721072,-0.09118176291792851,2.4953357627020583,-0.5267512600708656,-0.5624296962879719,-0.07129347841557408,1.486697965571215,1.3761467889908165,0.2174365440882422,0.0,0.0,1.0,0.0,0.0,0.0
1.0,23.0,2018.0,-6.0044603533288665,-4.92503559762125,-1.7774343122101905,-0.2681826069690088,5.682479384663185,-0.489754535759786,0.5445628033624661,-1.9795198639472156,-0.006386372112251891,-2.036199095022621,0.9478673178997492,1.9275250578257515,-1.8099547511312233,-0.05599757903009909,0.0,1.0,1.0,0.0,3.0,1.0
1.0,24.0,2018.0,-3.175765592703683,-6.263765307021394,-2.3603461841070077,2.5157557589664723,3.310984114361594,0.5265241747966398,1.2799210650827852,-0.16249767119323089,3.681493438184906,-1.0392609699769038,2.3978999928901006,-1.2102874432677773,0.0,0.06026209239333385,0.0,1.0,0.0,0.0,2.0,1.0
1.0,25.0,2018.0,0.037702168476950584,1.5977443609022548,4.351329572925054,0.03206435394179219,-0.12801571592293345,0.46737108977234043,3.041345891965394,1.5345269255766916,3.249230153846156,0.3500583430571687,2.992510411999826,1.3782542113323102,5.069124423963128,1.1841196442722688,0.0,0.0,0.0,0.0,1.0,0.0
1.0,26.0,2018.0,-0.7348784624081413,-2.9602220166512514,2.857142857142865,-0.6992581996991629,-0.3270884828702016,-0.022112703047887868,1.8904085570961162,-0.8701557531557547,0.8284652570536664,0.23255813953487878,1.1057378563833413,-0.9818731117824833,-2.6315789473684044,-0.6731974371398418,2.0,2.0,0.0,1.0,0.0,2.0
1.0,29.0,2018.0,-0.17084282460135972,-9.95233555767398,-3.378378378378386,-0.9125098104935997,-0.5410203991130678,-1.0114169554622747,-0.2930959996293603,-3.7422105857655144,0.3310264861503448,-1.044083526682133,-0.9658214138536871,-1.6018306636155537,-3.6036036036036063,-1.0898815391439503,0.0,0.0,0.0,0.0,0.0,0.0
