;AAL;ACB;AMD;BA;GD;GOOG;LMT;MU;NOC;NRT;RTN;USO;ZN;^GSPC;Words
1388;1,68426;2,04874;2,80966;1,33192;1,24906;1,32031;1,28438;2,02919;2,03667;1,65041;1,63095;0,98771;3,73364;0,80961;currently
1389;1,13107;3,12659;1,45878;1,69026;0,70426;1,16224;0,78967;1,54644;0,98624;1,96156;0,75603;1,23605;2,15908;0,40158;900
1390;1,94011;3,98676;2,61462;2,27488;1,1153;1,30182;1,10302;2,3747;1,05217;2,39374;1,05235;1,43408;1,92346;0,80577;cars
1391;1,67693;3,7887;2,84133;1,14697;0,84798;1,13786;0,96835;1,65013;1,31611;2,02363;1,42235;1,79027;2,26526;0,76367;currency
1392;1,83756;4,62939;4,38119;1,49655;1,11602;0,86222;0,53845;1,80984;0,74399;1,79371;0,59559;1,06277;3,76561;0,57431;vietnam
1393;2,08419;3,04898;2,15344;1,56919;1,32498;1,12579;0,85802;2,57998;0,73602;1,59855;0,83008;1,84526;3,24777;0,73342;joining
1394;1,4229;2,78299;1,94128;2,07166;0,84335;1,00578;1,02338;1,97463;1,00414;0,98847;1,44715;1,15733;3,5322;0,42554;dream
1395;2,21387;4,52959;2,48505;1,44236;0,73899;1,2398;0,791;2,73913;1,34374;1,14664;1,18013;1,45766;4,58782;0,67263;vice
1396;1,85493;3,31828;3,87259;1,70533;0,89353;1,29095;1,34904;1,88576;1,33245;1,69288;1,13003;2,90192;6,25563;1,03062;saudi
1397;1,42812;4,05715;1,98301;1,1161;0,60339;0,73941;0,60064;2,49193;0,5103;1,15534;0,68169;1,32837;6,06889;0,41251;con
1398;1,88191;3,23429;2,04925;0,88717;0,91494;1,88724;0,88015;1,7288;0,93383;1,43495;0,90443;1,18864;5,00775;0,52252;hits
1399;2,12789;3,35157;4,31065;2,0763;1,30014;1,39161;1,05444;2,35817;1,40285;1,44382;1,70804;1,86491;4,40763;0,9944;spend
1400;1,05689;3,26041;2,33388;1,36574;1,30052;0,90071;0,91563;1,35619;1,53984;1,28236;0,946;1,64035;3,83525;0,53316;add
1401;1,50412;2,82195;3,05771;1,81437;0,94932;0,92824;0,75419;1,51931;1,0195;1,32919;0,90778;1,5588;3,12033;0,59005;lamestream
1402;1,60745;3,21946;1,82935;1,41103;0,90699;1,34387;1,12503;1,48113;1,235;1,93099;1,03154;1,05073;5,39253;0,57582;yes
1403;2,02951;2,0809;2,90542;1,34458;0,75189;1,1275;0,57889;3,18125;0,66883;1,39725;0,37792;1,86115;4,3089;0,52182;promise
1404;2,63966;6,11392;3,39873;1,51904;0,96832;0,90714;0,78357;2,87709;1,12891;1,57598;1,17608;1,45457;3,65043;0,62004;incompetent
1405;1,3551;7,24179;2,04407;1,21257;0,9099;1,06909;0,68829;2,46168;1,16237;1,70551;0,98956;0,85174;3,40544;0,55589;rapidly
1406;1,40645;2,97822;2,09989;1,07514;1,09214;1,39594;0,85785;2,19499;0,9451;1,67853;1,06284;1,52043;6,16262;0,6374;demand
1407;2,01856;3,93074;2,33724;1,54185;0,88466;1,17662;0,76112;1,72235;1,06909;2,07467;1,13648;1,07898;4,4215;0,64539;county
1408;1,14394;2,68762;2,05926;1,23758;0,82621;1,98008;0,85622;1,47981;1,00574;1,14516;0,92668;1,30758;2,10335;0,51593;anniversary
1409;1,54886;2,63116;2,78688;1,05049;1,08988;1,07345;1,28197;1,16907;1,45318;1,95761;1,08036;1,50082;3,05999;0,6994;served
1410;1,7489;4,18644;1,83647;1,3753;1,2459;0,83855;0,87436;1,77755;1,72755;1,42932;1,25544;1,40887;2,81379;0,5454;guard
1411;1,25675;4,24982;2,3634;1,29339;0,82728;0,88216;0,80821;1,31302;0,87729;1,70158;1,03464;0,92779;3,45653;0,50943;scale
1412;1,31225;2,6299;2,41644;1,53779;1,06404;0,9949;0,8795;2,16357;0,75956;1,85032;1,19174;1,07675;2,85459;0,49655;talked
1413;1,40142;4,27848;1,46611;1,37877;0,67064;0,5339;0,81515;1,60657;1,02952;1,09273;0,60608;0,8598;8,01695;0,50989;reading
1414;1,61925;4,15482;2,29106;1,1061;1,55706;1,23983;0,86148;2,19568;2,09389;1,30543;1,09269;1,3501;4,91132;0,71298;lou
1415;2,26793;5,51871;1,56937;1,20056;1,06371;0,89359;1,05645;2,26023;0,98028;1,73762;1,19397;1,19591;5,07667;0,33612;discredited
1416;1,49406;1,71105;2,58017;0,98018;0,62317;0,77393;0,63735;1,91288;0,80443;1,70427;0,8052;1,50185;7,52693;0,54099;letter
1417;2,0817;4,15517;2,31326;1,43216;0,8926;0,92888;1,11017;1,86342;1,09982;1,28077;0,98675;1,41719;10,8722;0,63042;simply
1418;1,43697;3,55348;2,84509;1,56268;1,05488;1,1307;1,46659;3,00491;1,50767;1,6851;1,20243;0,97707;6,65955;0,73767;elections
1419;1,54787;2,75731;2,27258;0,89866;0,48772;0,54247;0,49563;1,82119;0,65351;1,20403;0,58312;0,80326;4,97349;0,40284;presssec
1420;1,30914;4,69821;2,69282;1,48366;0,78712;1,08842;0,74701;1,7743;0,95767;1,34144;0,85642;1,16491;5,12144;0,52758;heart
1421;1,99734;3,16737;2,75609;1,85561;1,02916;1,46731;0,87906;2,25245;1,38383;2,22175;0,94164;1,91376;3,24826;0,91497;inaccurate
1422;1,81282;2,61521;2,61855;1,69692;0,91131;1,08042;0,84027;2,99476;0,89701;1,15449;1,02835;1,09034;4,58276;0,75893;remain
1423;1,69295;3,68561;2,58561;1,28271;1,16359;1,32842;0,80572;2,17471;1,67514;1,41029;1,21185;0,93968;6,65699;0,61382;concerned
1424;1,53148;2,48651;2,41078;1,30167;0,63615;0,88034;0,71484;1,31742;0,97212;1,65659;0,68282;1,45733;6,34996;0,6229;showing
1425;2,54039;2,05379;4,37152;1,8219;1,34243;1,46587;1,28091;2,712;1,87204;1,02922;1,29874;1,51203;3,78346;1,17362;loved
1426;1,96998;4,26923;2,62653;1,89397;0,96219;0,93253;0,93119;1,9018;1,1391;1,93882;1,21259;1,56813;4,6834;0,66959;create
1427;2,00816;4,36532;2,55983;1,25477;0,98916;0,81887;0,8979;1,50381;1,25171;1,50581;0,88302;1,06681;2,50507;0,5425;joint
1428;1,56149;5,20746;2,52164;1,16387;0,85324;0,87992;0,93047;1,74576;0,91016;1,09612;0,76189;1,27525;3,64838;0,56488;form
1429;1,72987;3,8488;2,52721;0,94511;0,74913;0,76218;0,76069;2,7426;0,79356;1,65082;0,54585;1,12118;5,58688;0,37962;markets
1430;2,20474;1,66367;2,26819;1,11328;0,7705;0,75059;1,272;2,74205;1,42765;2,23583;1,47859;1,61376;3,96087;0,61946;commitment
1431;1,28826;5,21293;1,25986;1,00581;0,94416;0,53033;0,54003;1,81554;1,0381;1,47484;0,70257;1,00119;4,39825;0,37482;transparency
1432;1,90609;3,55053;4,85905;1,61718;1,14336;0,99482;0,89443;2,35249;1,72517;2,2795;1,24209;1,57455;3,85428;0,53602;conditions
1433;0,65804;5,0072;1,60736;1,4048;0,80156;0,62791;0,70454;1,55927;1,19376;1,4343;0,57589;1,08555;5,5641;0,18363;eddierispone
1434;1,40297;4,23277;2,31448;1,96381;0,85559;1,34382;1,10269;1,61531;1,06728;1,62396;0,92765;1,37501;4,1681;0,58455;september
1435;1,37015;5,00215;2,64741;2,09044;1,08017;1,27992;0,96608;3,38618;1,1322;1,38521;1,05031;2,31153;2,82668;0,98692;wars
1436;1,26595;2,98975;1,73758;1,05961;1,31697;1,03227;1,02014;1,24492;1,84358;1,58472;1,07033;1,00292;3,86828;0,62222;missouri
1437;1,7;2,67234;3,60492;1,67262;1,01331;1,03281;0,81021;1,89028;1,17273;2,05056;1,34835;1,58541;3,20511;0,75539;expected
1438;1,85102;3,34686;2,99374;1,55041;1,20734;1,63127;1,13676;2,35506;1,03297;1,55423;1,01929;1,53896;2,94614;0,88831;substantially
1439;3,06205;4,31739;1,76047;1,58592;0,96452;1,11597;0,81148;1,52965;1,06372;1,43181;1,62786;2,97363;6,35114;0,68251;bishop
1440;2,16699;3,7028;2,47587;1,2305;0,87341;0,94078;0,62012;1,96861;1,18555;1,43699;0,98766;1,78846;3,67224;0,52525;coast
1441;1,61885;2,7666;3,38516;2,31718;0,96332;1,38456;0,97232;2,0112;1,36531;1,10337;1,21779;2,14959;8,21502;0,8616;paso
1442;2,87484;4,63366;4,42642;1,73279;2,31732;1,80465;1,76789;2,35208;2,2561;0,81479;2,13609;1,01953;3,75641;1,39897;https//tco/0pwiwchgbh
1443;1,28244;3,24052;3,08834;1,06039;0,79828;0,95708;0,69266;1,39144;0,80995;1,82966;0,7779;1,15214;3,8104;0,41586;added
1444;1,14001;3,80649;2,70859;1,89105;1,1202;0,85023;1,0087;2,18065;1,32729;1,75005;0,97283;1,34181;5,13651;0,69886;earlier
1445;2,42453;3,13637;2,7905;2,02602;1,06924;0,56108;0,7851;1,5369;1,23337;0,78248;0,98261;1,22162;6,26564;0,57638;rebuilding
1446;1,13393;2,93015;1,10015;1,66502;1,04412;0,71614;0,77318;1,75383;0,89996;1,16598;0,67248;1,48206;5,18729;0,3842;95
1447;1,96105;3,7643;2,97535;1,53413;0,66311;1,8271;1,20803;2,58082;1,14742;2,59738;1,12228;1,9005;29,92089;1,02632;iraq
1448;1,91222;3,21981;2,29379;1,43618;0,54217;0,67228;0,76428;2,12132;0,8363;1,38365;0,77322;1,00627;9,84851;0,35945;realdonaldtrump's
1449;2,30156;5,31068;2,1569;1,79787;0,87347;1,55588;0,68153;2,02849;0,8236;1,7782;0,70817;1,61912;19,66097;0,9308;career
1450;2,28358;2,62842;2,80226;1,25374;0,6354;0,85477;0,72997;1,9423;0,96567;1,57841;1,07979;1,15764;5,80684;0,56018;raised
1451;2,22783;3,50068;3,01795;1,43892;1,2505;1,4279;1,00106;2,49576;1,12267;1,26595;1,07903;2,14407;3,7276;0,94353;present
1452;2,17506;5,03348;2,29593;1,45318;0,71057;0,88819;0,78879;2,00894;1,11013;1,97883;0,75969;0,96198;4,69345;0,43021;date
1453;1,57674;3,42392;1,46785;1,35332;0,66879;0,86358;0,68706;2,05971;1,07352;2,34212;0,95479;0,84935;3,64469;0,35663;charliekirk11
1454;1,74384;3,96224;2,10507;1,40113;0,7379;0,82692;0,62908;1,5987;1,11142;1,80618;0,99587;1,49083;2,33728;0,52859;returned
1455;1,66497;3,71252;2,08633;1,80463;0,87244;1,09352;0,84482;2,07973;0,99321;1,4475;0,78847;1,42267;2,44584;0,83381;goods
1456;1,6978;3,61571;2,46547;0,91283;0,84502;0,58307;0,80605;2,05874;1,03467;1,39335;0,7775;0,76319;2,49876;0,61575;takes
1457;2,27622;2,90144;2,8088;1,35685;0,93337;1,28071;1,12598;2,44634;1,11268;0,93643;1,62769;1,44689;4,57086;1,08993;health
1458;1,75049;3,36691;2,75318;1,48238;1,30942;0,99608;1,37599;1,86006;1,86633;1,66652;1,36974;1,17716;4,22716;0,71284;late
1459;1,87219;2,22137;2,32291;1,59863;0,70417;0,80665;0,88751;1,80045;1,04675;1,75904;0,95528;1,04936;5,73122;0,62837;ok
1460;1,62441;2,98798;2,00297;0,79107;0,86785;0,63278;0,73043;1,38061;0,80799;1,6633;0,68567;0,69811;8,77612;0,35309;mzhemingway
1461;2,01946;3,32408;2,03542;1,55038;1,34746;1,42394;1,29704;2,37051;1,56926;1,5172;1,37494;1,3356;4,27693;0,89636;forever
1462;2,27506;3,14848;2,05619;1,80176;1,431;1,51532;1,29227;1,8499;1,84765;1,3081;1,63552;1,46818;4,29968;0,74983;whether
1463;1,95997;5,03755;2,04973;1,39369;0,84016;1,16778;0,81048;2,72876;1,04298;0,93496;0,86817;1,52711;4,36827;0,79805;waste
1464;2,04174;5,07738;2,82583;1,37602;0,86223;1,08622;1,2197;2,04861;1,41812;1,51466;1,36617;1,17912;10,19142;0,50916;secret
1465;1,41166;3,15966;1,91585;1,35138;1,06789;1,09782;1,17117;1,54361;1,11423;1,3006;1,18203;1,26336;4,38992;0,57683;spying
1466;1,69954;3,55867;2,58599;1,24557;0,96666;1,01006;0,82822;2,75665;1,03442;1,57381;1,033;0,91447;4,5424;0,49482;knowledge
1467;2,25828;4,54142;0,93288;1,35771;0,71483;0,87699;0,55895;1,97973;0,71876;1,31361;0,9263;1,11292;5,71334;0,51989;schiffï¿½s
1468;1,49802;3,18776;2,54564;1,38845;0,98708;1,72704;0,65932;2,21417;0,84323;1,50526;0,68636;0,7888;6,73267;0,73174;memorial
1469;2,35505;3,70376;3,10642;1,68109;1,53113;1,07329;1,12939;2,06517;1,21283;1,53444;1,28081;1,49202;3,91322;0,7705;relief
1470;1,92415;3,14741;2,94189;1,43958;1,04828;0,83331;0,81165;3,41071;0,97288;0,97037;0,97664;1,21226;4,13594;0,67647;journal
1471;1,01248;3,3721;1,56777;1,40094;0,68027;1,01708;0,58511;1,85565;0,67801;1,94557;0,54848;1,05127;3,6195;0,519;continuing
1472;1,42794;4,09488;3,75158;1,72988;1,23912;0,94209;1,01544;2,42951;1,35773;1,45333;1,12064;1,32487;4,29869;0,82855;wait
1473;1,49417;3,30211;2,84381;1,1624;0,95609;1,13323;0,77704;1,73116;0,94512;1,86039;0,87761;1,19281;6,39312;0,56832;personal
1474;1,69436;2,73873;2,14313;1,06249;0,75364;1,16292;0,66;2,05516;0,98641;1,08108;0,74919;1,40955;5,01314;0,59881;afternoon
1475;1,60672;3,17521;3,19427;1,47789;1,09715;1,393;0,84475;1,84253;1,59693;1,8323;1,28586;1,61544;3,16801;0,69175;council
1476;1,35272;2,86655;1,04427;1,26747;0,81166;1,9493;0,7632;1,60962;0,8247;1,27586;0,7414;1,10509;6,57691;0,42842;fortune
1477;1,65882;3,88388;4,3913;1,31348;1,02565;1,00095;0,90972;2,25517;0,9194;1,45835;1,17186;0,91611;3,48889;0,66459;name
1478;1,31151;3,52113;1,94351;1,07818;0,89408;0,80685;0,76697;1,52544;1,15496;1,41319;0,8586;1,25046;3,90699;0,41138;nervous
1479;2,19225;3,75922;1,97955;1,46948;0,99391;2,09219;0,74423;2,11847;1,02932;1,35769;0,8146;1,64192;5,02791;0,69919;ï¿½it
1480;1,91572;2,75871;2,51141;1,16856;1,0322;0,53164;0,96881;1,72307;1,41296;1,12411;1,25732;1,40476;2,86059;0,46913;kingdom
1481;2,71418;3,63453;1,94162;1,64992;1,27399;1,09692;0,88765;1,82638;1,30996;1,84679;1,60491;1,75573;4,31012;0,72024;jay
1482;1,97007;2,14035;1,89059;0,91424;0,68055;0,72869;0,49665;1,9114;1,13322;1,53996;0,82282;1,96958;13,76695;0,44676;supporters
1483;1,21187;7,21975;2,15371;0,76848;0,8689;0,98455;0,66804;1,91767;0,48631;2,02701;0,72933;1,89256;4,21564;0,46739;richard
1484;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;rncresearch
1485;1,81992;4,29097;2,17375;1,27424;1,04286;1,16031;1,0239;2,20713;1,08044;1,80849;0,74048;1,49473;3,18465;0,62264;consumer
1486;1,50948;2,28314;2,1483;1,77518;0,71935;1,33729;0,73924;1,8512;0,73929;1,50141;0,94595;1,30959;3,67684;0,85966;wealth
1487;1,30793;3,59998;2,38665;1,40015;0,95729;0,41637;0,82687;1,42304;1,1625;1,59457;0,98241;0,85003;3,56046;0,31405;asylum
1488;1,30337;4,51426;2,06507;1,9615;1,67594;2,56663;1,67069;1,92535;1,63818;1,62168;1,57516;1,06309;4,31244;0,69159;funny
1489;2,09439;2,8759;3,8407;1,35792;0,92045;0,6478;0,76805;1,79059;1,19122;1,82512;1,15982;1,48904;2,62973;0,4954;represented
1490;2,30958;2,8336;3,84946;1,60703;1,38634;1,88109;1,24422;3,01965;1,36381;0,97286;1,32996;1,7338;3,28445;1,30133;iowa
1491;1,58238;5,62959;2,25698;1,23387;0,89968;1,08847;0,70057;2,87387;1,30114;1,85895;1,3664;1,00428;4,54167;0,60649;broke
1492;1,30008;2,67001;1,93357;1,47939;1,49147;1,1554;0,87383;1,57648;0,98764;1,672;1,05122;1,88782;10,08654;0,8911;joined
1493;1,44257;4,17363;1,58089;1,91804;1,02484;0,72668;0,7057;1,66776;0,79593;1,37416;0,8237;1,46818;5,86743;0,27877;resolution
1494;1,71404;4,15656;1,57606;2,00664;1,02285;0,85227;1,09834;1,47265;1,24863;1,72981;0,86279;1,84387;6,37894;0,5573;ofï¿½
1495;2,08606;2,43052;2,76023;1,22056;1,11312;2,08209;0,9535;2,06566;1,36378;1,47011;0,83187;1,29648;2,84356;0,85346;appreciate
1496;1,63681;3,22872;2,49741;1,32263;1,77061;1,26766;0,88624;2,15256;1,38646;1,14083;1,09211;0,76204;3,59264;0,69569;prosperity
1497;2,04649;4,11725;2,50729;1,49112;0,83249;1,17254;0,90058;3,12069;1,01468;1,60264;1,35304;1,67763;4,29454;0,84235;don't
1498;1,671;4,15402;0,94952;0,96077;0,55716;0,70295;0,63548;1,10681;0,62462;1,45732;0,65836;1,14052;27,87478;0,44319;ï¿½there
1499;1,31862;2,95284;1,84005;1,13148;0,79366;1,05334;0,51996;3,14911;0,94965;1,24043;0,5337;1,11491;27,44986;0,4338;pushed
1500;1,02741;2,2229;1,92847;0,9457;0,76235;0,66653;0,60132;2,21311;0,5391;0,99859;0,60596;1,18361;21,30138;0,44934;attacks
1501;2,05163;4,70013;1,99823;1,17315;0,69785;0,93565;0,76583;2,36946;0,8182;1,72108;0,8774;0,60686;20,56497;0,32657;neither
1502;2,09625;3,20797;2,31723;1,70041;1,10857;1,89345;1,0071;2,4782;1,25219;1,51249;0,94397;1,62265;19,83328;0,81774;responsible
1503;1,26326;4,89905;2,53047;0,90728;0,89048;0,88273;1,14443;1,97806;1,20563;2,30726;1,13829;1,204;17,20189;0,4895;properly
1504;2,26294;2,94364;2,57125;1,08219;0,72253;0,78651;0,80277;2,06695;1,12404;0,97266;0,70319;0,88593;10,30882;0,48881;spied
1505;1,9175;1,93264;2,07527;0,92351;0,78942;0,76664;0,63537;1,12751;1,21374;1,38981;1,31619;1,86285;6,10922;0,58996;shot
1506;2,31356;3,61243;2,63039;1,92384;1,00948;1,47311;0,81096;2,67618;1,24688;2,07672;1,08885;2,60032;8,95471;1,13101;christmas
1507;1,72884;2,99846;3,86885;1,16515;1,05957;1,00129;0,74436;2,4719;1,19473;1,1217;1,04865;1,32765;3,70792;0,65577;benefit
1508;1,16504;3,69388;2,39875;1,57475;1,06052;1,22433;1,20802;1,87464;1,36535;1,94781;1,17407;0,99395;4,06222;0,63548;january
1509;1,60257;3,21292;3,2191;1,4059;1,0578;1,10406;0,97832;1,80526;1,33569;0,99121;1,16388;1,61076;4,07952;0,60379;allowing
1510;2,17651;4,2647;1,89931;1,001;0,80686;1,0303;1,02511;1,9221;1,31685;1,69978;0,98946;1,0511;3,04421;0,62548;spirit
1511;1,30369;4,46798;2,1239;1,25039;0,49165;0,91211;0,48371;2,22819;0,79053;0,81427;0,94889;0,96819;3,44102;0,4937;candidates
1512;0,9909;5,64208;2,42129;0,96277;0,58663;0,62116;0,52051;1,51584;1,1136;2,31095;0,92596;1,8129;7,12994;0,56349;television
1513;1,31735;3,10044;2,04347;1,79152;0,83675;1,16994;0,78118;2,57785;1,05387;0,7819;0,7007;1,57007;2,41999;0,89791;trumpwarroom
1514;1,63357;4,08006;2,60115;1,57375;1,01236;1,22762;1,05503;2,24427;1,13683;1,22814;0,93104;1,43692;3,65738;0,51197;refuse
1515;1,71517;2,27796;3,92171;1,9058;1,07618;0,79617;0,60859;1,23514;0,56247;2,11311;0,79849;2,80523;5,90769;0,42761;judiciary
1516;1,7774;3,64222;2,02033;1,64631;1,083;1,80744;0,8322;1,99209;1,2415;1,24129;1,10847;2,02547;4,66216;0,7475;shouldnï¿½t
1517;1,90665;2,87736;2,2488;1,41737;1,35044;0,98848;1,04472;1,68372;1,55744;1,54972;1,51252;1,86015;3,33002;0,72838;passing
1518;1,47325;5,68374;2,56352;1,13157;0,8592;1,18347;0,89404;1,92072;1,1387;1,74681;0,77039;1,66032;8,91519;0,8166;patriot
1519;1,57551;3,20278;2,88915;0,85718;0,96643;0,60981;1,08753;1,62213;0,95344;0,90877;0,76722;0,76815;5,64654;0,4386;|
1520;1,81424;3,74663;2,49436;1,24905;1,00463;1,00241;0,79193;1,51607;0,84259;2,56783;0,81559;1,51956;9,03204;0,6003;cases
1521;2,16181;5,64656;1,41211;1,63074;0,6088;1,92639;0,63785;2,44546;1,17597;1,17209;1,086;0,75096;4,91113;0,59502;exposed
1522;1,1754;3,76656;1,91052;1,09123;1,02802;0,73627;0,87314;1,58204;1,11775;1,75745;0,89936;0,96295;5,02569;0,42809;800
1523;2,1803;3,18445;1,32213;1,7735;0,42743;0,66616;0,34083;1,8868;0,63397;1,80979;0,77012;3,03372;3,27523;0,32473;navy
1524;2,17763;3,65723;4,41428;1,09698;0,80231;1,16088;0,72115;2,30562;1,15902;2,0376;0,89696;2,05595;3,22034;0,72495;accomplished
1525;2,02723;6,35661;1,2852;1,55188;0,81776;0,62199;0,79801;2,35188;1,03041;1,12464;1,40012;2,10602;9,60541;0,37216;disgraced
1526;1,90079;3,3853;2,93549;1,53982;0,89136;1,10791;0,86583;1,86151;0,80879;0,90485;0,58024;1,28752;3,00473;0,57268;polling
1527;2,37813;2,51656;2,28185;1,61691;1,28076;1,91956;0,95191;2,05723;1,37094;1,28453;1,31298;1,42863;3,76876;0,94093;fairly
1528;1,71844;3,34167;2,45753;0,99475;0,88363;0,99004;0,59119;2,06284;0,8614;1,33526;0,80267;0,8551;4,56651;0,58692;faith
1529;1,63578;2,64964;2,04442;1,23084;0,60281;0,93783;0,49031;1,4425;0,5654;1,30765;0,71746;1,6886;6,09523;0,45533;manufacturers
1530;2,47489;3,88133;3,11072;1,82143;1,57314;1,64404;1,82748;2,16745;1,80326;0,76423;1,41689;1,20542;3,85131;1,19225;promised
1531;1,74017;4,49375;2,28718;1,5669;1,31092;1,42265;1,13979;1,26558;1,1689;1,56066;1,58277;1,13626;3,08649;0,72531;land
1532;1,35908;3,31035;2,00619;1,20519;0,97558;0,90703;1,10356;2,49024;1,10244;1,48557;1,1314;1,32437;3,10794;0,61492;abc
1533;1,29557;3,20378;1,42082;0,96507;0,6865;0,69603;0,65958;2,17234;1,10842;1,60279;0,61573;1,18769;12,3341;0,32757;son
1534;2,0231;3,66858;2,44302;1,25256;1,16777;0,62983;0,80844;2,33816;1,2013;1,4809;1,22935;2,06518;6,12525;0,50051;(which
1535;1,3048;3,25422;1,63867;1,79397;1,329;1,27465;1,2618;1,37547;1,41686;1,58031;1,27786;1,12753;4,49434;0,64161;communities
1536;1,85723;3,24456;2,18525;1,74754;1,09373;2,06207;1,18757;2,23549;0,96851;1,94335;1,0143;1,44278;3,2267;0,99971;solve
1537;1,72562;5,06162;2,85555;1,58733;1,2435;1,4015;0,87255;2,67033;1,29614;1,466;1,10925;1,85402;4,75601;0,83813;cutting
1538;1,41301;4,5479;3,37055;1,24939;0,9196;0,54023;1,04895;2,02775;0,85199;0,65768;0,97199;1,1666;3,87035;0,43814;poor
1539;1,58515;5,02331;2,50867;1,80517;1,07229;1,00141;1,40099;2,5912;1,15905;1,9602;1,18188;1,44945;3,08919;0,8453;opposite
1540;1,51842;3,51575;1,92719;1,08546;0,98016;1,20092;0,7179;2,29915;0,91548;1,68536;1,04867;1,5886;5,56135;0,68711;often
1541;2,0046;2,80112;2,07502;1,65126;1,08718;0,91225;0,88409;2,95181;1,37102;2,13449;1,20809;1,0294;2,94765;0,6418;deleted
1542;1,88917;5,57707;3,02653;1,27844;1,15972;0,74826;1,02992;1,82222;1,39244;1,58123;1,55343;1,45285;5,25106;0,6595;events
1543;0,98473;2,63454;2,22568;1,33582;0,76291;1,5941;0,60694;2,67033;0,81918;1,45211;0,69477;1,4834;5,71714;0,51153;https//tï¿½
1544;1,07364;3,9152;2,05026;0,7016;1,02984;0,55348;0,97469;1,65213;1,0769;1,10574;0,81945;1,55571;7,87367;0,55969;pï¿½
1545;1,67078;4,3976;1,25006;0,96241;0,5919;0,64099;0,53256;1,74415;0,81171;2,15641;0,74144;0,61503;7,49666;0,30196;constitutional
1546;2,17772;5,27394;1,51014;1,50048;0,52058;0,90635;0,80832;1,5579;1,0743;0,60799;0,9734;3,00978;6,21016;0,51112;greg
1547;2,0704;3,27089;3,27394;1,60242;1,0533;1,36369;1,43976;1,55539;1,63348;1,38434;0,9494;1,25056;6,84685;0,90447;wages
1548;2,06314;2,87025;4,07531;1,37999;1,5215;1,45236;1,7285;1,64887;1,45838;2,13027;1,5284;1,06839;5,92753;0,93782;targeting
1549;1,93046;3,25293;2,16352;1,27469;1,15627;0,75875;0,64184;1,64188;1,27912;0,91592;0,9414;1,51001;19,47266;0,30659;missing
1550;1,22725;3,94369;2,57189;1,35574;0,7909;1,1054;0,91301;2,59775;1,20099;1,81121;0,92161;1,20275;15,25642;0,56452;nearly
1551;1,23978;3,40639;2,5728;1,43413;0,73835;0,91035;0,91145;2,4488;1,18796;1,03491;0,83353;1,55237;2,62998;0,54962;golf
1552;1,95512;3,63368;2,46834;1,95632;0,72968;1,15021;1,07231;1,66157;1,28777;1,95236;0,95519;1,44714;6,67985;0,75531;damage
1553;1,73854;3,667;2,60979;2,85069;1,24299;1,6415;1,51395;3,31195;1,77535;2,70973;1,26022;1,84706;2,99613;1,21362;saved
1554;1,75618;2,7505;3,50147;1,30894;0,79085;1,15183;1,0559;2,04613;1,23948;1,75927;0,90119;1,43877;5,47162;0,49533;wish
1555;1,65035;5,17639;1,95623;1,28007;0,69926;0,76836;0,84758;1,45334;0,91226;1,8997;1,09033;0,91286;7,26648;0,42838;six
1556;1,58403;4,98049;1,97263;1,6174;1,02097;1,66015;0,84517;2,34619;0,98107;2,38003;0,95047;1,04181;4,44302;0,83661;flooding
1557;0,98759;3,23221;2,02398;1,04778;1,01341;2,5388;0,61627;1,43422;0,70133;0,70025;0,76671;0,73503;4,61847;0,67092;rudygiuliani
1558;1,81713;3,29765;1,82154;1,15657;0,84148;0,87572;0,80561;3,39033;1,33673;1,41733;0,82288;1,02944;2,43815;0,43254;reasons
1559;2,43256;3,07176;1,99254;1,2345;0,74431;1,33406;0,68702;2,58434;1,20443;1,49866;1,0157;1,64677;4,19504;0,73709;didn't
1560;1,24579;2,90116;1,73671;0,71787;0,65265;0,97269;0,7361;1,8694;0,85055;1,44695;0,77207;1,04975;3,9939;0,45551;according
1561;1,55076;4,7712;3,13293;1,15155;1,16648;1,15012;0,5604;2,09918;0,94245;1,04797;0,52184;1,64206;8,20233;0,63004;obstruct
1562;1,87016;3,84583;2,72217;1,16329;1,73941;1,37691;1,01825;3,54121;1,64678;1,60598;1,72207;0,94799;3,93579;0,69186;father
1563;1,10584;3,5802;2,89622;0,91645;0,78943;0,96008;0,86256;2,15153;1,07144;1,46704;0,91659;0,8897;2,94924;0,69223;delivered
1564;1,24575;2,95057;2,10717;1,86709;0,77942;0,94357;0,83716;2,08189;0,99478;2,06532;0,77301;1,10208;4,1031;0,65222;average
1565;1,63355;4,57595;1,53127;1,28525;0,7794;0,77118;0,42568;1,7016;0,93356;1,58171;1,03837;0,79988;5,51795;0,38141;cia
1566;1,87181;3,95221;2,90781;1,55632;1,1472;1,15934;1,38017;2,05407;1,23163;2,11859;1,74326;2,02812;2,26501;0,67992;destroyed
1567;1,08594;3,76;2,95382;1,15676;0,85024;0,47757;0,70157;1,46101;0,54038;1,62489;0,59081;0,87572;4,37896;0,39527;space
1568;0,93474;3,12301;2,57519;0,85315;0,31382;0,32017;0,60173;1,22968;0,70038;1,33382;0,49159;0,56733;12,50375;0,24701;horowitz
1569;1,0073;2,79506;2,2451;0,19912;0,65919;0,43599;0,69557;3,87322;1,00021;0,49737;0,69724;0,58419;4,21506;0,31283;dailycaller
