;AAL;ACB;AMD;BA;GD;GOOG;LMT;MU;NOC;NRT;RTN;USO;ZN;^GSPC;Words
2590;0,76661;-0,95567;9,20269;2,77736;-0,60638;1,12054;0,17811;1,73157;-0,648;2,01826;0,08923;1,89776;1,52426;0,94911;60
2591;0,49592;-0,30712;1,56944;1,34508;0,82016;0,89828;0,75228;0,10451;0,24966;-1,45984;0,10424;-0,59063;-1,13949;0,45987;gm
2592;-0,70191;-0,95258;0,30186;-0,14866;-0,65093;0,43157;-0,18504;0,03456;-0,66305;0,18139;-0,34582;-0,9638;-3,2951;-0,04964;fixing
2593;-0,19538;-1,57599;-0,38044;-0,60837;-1,25409;0,00197;-0,96681;-0,19719;-1,23767;0,03589;-1,06708;-0,1477;-0,98294;-0,25193;(including
2594;0,74918;2,68493;0,66851;0,32577;0,429;0,18384;0,79532;0,0571;0,53143;-0,25127;0,67825;0,14732;-2,59228;0,31381;leak
2595;-1,42424;-3,79512;-1,79677;-1,45933;-0,84943;-1,42576;-1,23362;-0,90813;-1,4663;-0,14766;-0,58221;-0,85995;-2,43976;-0,68039;ship
2596;1,36155;-1,48867;2,47694;0,49292;0,67654;0,23199;0,67087;-0,14202;0,41331;-0,97325;0,03333;-0,18299;-0,541;0,17639;counter
2597;-0,11317;-0,25036;0,57305;0,79301;0,64752;-0,65727;0,6949;-0,35445;0,74118;-1,23215;0,16255;0,25431;-3,362;-0,12374;tigerwoods
2598;0,88183;4,86445;4,18767;0,473;0,39873;2,08512;-0,13284;2,49555;-0,5579;0,5038;0,38055;-0,58384;-2,83991;0,81296;agency
2599;-0,37871;-4,04523;-1,02273;-0,45861;-0,42627;0,27375;0,17937;0,44304;-0,24504;-0,86167;-0,13792;-0,51736;-1,04343;-0,04789;orders
2600;-0,48237;1,31889;1,11825;-0,52169;-0,36242;-0,08478;-0,52027;-0,59366;-0,8388;-0,04688;-0,48552;-1,09973;-0,57744;-0,69519;receiving
2601;0,79685;0,03796;1,18118;1,50777;1,18973;1,02161;0,83422;1,29953;1,13925;0,82664;1,34324;0,46625;-1,25109;0,56782;hearts
2602;0,42794;1,0829;-0,2271;0,91351;0,2693;0,04277;0,3572;0,13961;0,61715;0,01915;0,49402;0,17656;-0,74429;0,08881;campaignï¿½
2603;0,43178;3,64677;1,00504;0,17874;-0,25655;0,8272;-0,41926;2,21955;-0,24931;-0,17865;0,00796;1,25944;-2,61673;0,43142;worldï¿½s
2604;-0,67332;-1,16412;-0,40905;-0,08286;0,01573;-0,27964;-0,16297;-0,70053;-0,21337;-0,1584;-0,2348;0,10999;-2,92332;-0,22392;commerce
2605;-0,78047;-1,44449;-0,21345;-1,85127;-0,93207;-1,03047;-0,24652;-1,84293;-0,63757;-0,19194;-0,40289;-0,83873;-1,91859;-0,44206;stick
2606;-0,32332;-1,55814;3,38963;-1,74946;-1,06503;0,01335;-1,20028;-1,78599;-1,95888;-0,27533;-0,98874;-0,25146;1,29807;-0,40187;loud
2607;0,14717;0,77847;1,02046;0,51308;0,61164;0,60381;0,1218;0,40394;0,04249;0,19117;0,44897;1,18131;-2,72923;0,61439;cabinet
2608;0,46121;-1,80673;0,20417;-0,88052;-0,21666;-0,17208;-0,11365;0,22882;0,32281;-0,27874;-0,40855;-0,14153;-1,36111;0,0593;guatemala
2609;0,69669;0,67195;1,07712;0,74132;0,22235;0,78439;-0,03525;0,60337;0,04422;-0,20615;0,18073;-0,04838;-2,14599;0,19412;ranchers
2610;-0,16062;1,99264;1,8302;0,71089;-0,04593;0,20788;0,2097;-2,44444;0,38932;0,73884;-0,17083;-0,34056;-2,78762;0,085;nfl
2611;0,64371;0,32307;2,5427;0,38668;0,08958;0,95615;-0,18348;2,14452;-0,42956;-0,01018;0,24946;-0,03183;0,95826;0,33273;choose
2612;0,51528;1,91982;0,01128;0,00638;0,01154;-0,31309;0,73415;-1,26022;0,60275;-0,84205;0,95004;-0,14064;-1,86189;-0,20074;brunson
2613;-0,39654;-2,76599;0,70051;-0,25799;-0,50292;-0,02339;-0,29286;1,02556;-0,23983;-0,8473;0,09513;0,58874;-1,12786;0,10131;dershowitz
2614;-2,7036;2,23206;-1,20955;-1,18025;-0,44615;-0,4819;-0,94411;-1,30225;-1,18073;0,50428;-1,06285;0,2305;-2,1982;-0,6134;mitt
2615;-0,20841;-0,89339;-0,31136;-0,56189;-0,43416;-0,43923;-0,33453;-0,23659;-0,29967;-0,97514;-0,18746;0,79304;3,68742;-0,34407;fool
2616;0,57851;-0,06373;1,75897;-0,40642;0,16225;0,32964;0,37414;2,16263;0,27061;-0,7275;0,08926;0,17204;-0,60232;0,28761;selling
2617;-1,19589;0,26261;-0,17451;-0,92604;-0,73947;-0,15692;-0,25817;0,20878;-0,07838;0,43411;0,17954;-0,78561;-1,94387;-0,46302;250
2618;-1,10756;-1,5886;0,64055;-0,62919;-1,18039;-0,61043;-0,83066;-1,12683;-0,89508;0,63957;-0,66721;-1,16305;-1,67166;-0,75025;600
2619;-2,51099;0,11662;-0,20903;-0,65277;-0,32509;0,00713;0,24099;0,24559;-0,3078;-2,49311;-0,24858;-1,26691;-0,17549;-0,0026;(amp
2620;1,83685;-1,26439;2,21011;0,75707;0,49426;0,4294;0,32646;1,25531;0,66396;-0,3323;0,00174;-0,5047;-0,07295;0,57409;ï¿½trumpï¿½
2621;0,49037;-0,85916;-0,93007;-0,24625;0,0153;0,35044;-0,06382;1,74746;-0,4946;-0,8602;-0,0441;-0,72155;0,96172;0,0782;appointment
2622;-2,3354;-4,38147;-1,42834;0,30881;0,56611;-0,18939;0,9393;-0,26236;0,89697;0,03295;0,99632;1,86839;2,35211;-0,11973;hispanics
2623;-0,50762;-0,49008;-0,9429;-0,42261;0,10195;0,65002;0,47447;0,94772;0,59153;-1,38563;1,0653;-1,05979;-1,78489;0,14821;originally
2624;1,03649;3,76951;0,77087;0,9284;0,09406;0,21392;0,13585;1,28978;-0,03984;-0,59489;0,7223;0,09336;-2,83914;0,23111;uscg
2625;2,11422;0,1636;-0,21047;0,23792;0,18731;0,60073;0,19319;1,94307;-0,1816;-1,23528;1,20357;2,20051;-1,69335;0,60865;tropical
2626;2,06162;0,23106;-0,42994;0,43836;-0,1393;0,37619;-0,12181;0,5043;-1,67505;-1,40002;-0,11688;0,43253;1,52336;0,25149;kemp
2627;0,4545;-1,11875;-0,38307;-0,22781;-0,3407;0,59164;0,04763;-0,03578;0,00655;0,09058;-0,02743;0,83562;-1,74403;0,25227;heads
2628;0,01282;-0,08116;0,22849;0,36962;0,4363;0,29435;0,16296;1,56794;0,13543;0,89311;-0,1482;0,69721;-3,31977;0,35704;increasing
2629;-0,71934;0,11942;1,42035;0,00891;0,26101;-0,25053;0,41964;-0,79649;0,46159;0,77062;0,08464;0,0939;-2,5887;-0,01724;hurricanes
2630;-0,3324;-2,14552;-1,27207;-1,07637;-0,75781;0,01861;-1,22012;-0,52713;-1,46065;-0,17777;-1,1697;-0,9863;-2,30733;-0,07771;rocket
2631;-1,31581;5,05775;0,67471;-0,74028;-0,98429;0,43145;-0,62959;0,73388;-0,49948;-0,87018;-0,34516;-0,43027;9,30533;-0,03591;proposal
2632;0,49739;-0,49938;1,99268;0,36443;0,72733;-0,38751;1,24609;-0,98947;1,54369;-0,72079;1,15326;-0,50802;0,46171;0,35074;rallies
2633;0,76726;0,89321;1,22219;0,31457;-0,13688;0,84998;0,13572;1,15102;0,61938;-0,47192;0,02086;-0,00268;-0,20917;0,57001;taxpayers
2634;-0,95423;-1,45714;-1,02325;0,30889;0,08997;-0,44346;-0,3598;1,58821;0,00934;0,11779;0,06029;-0,16331;0,35117;-0,14025;arrested
2635;-0,39069;1,0993;1,47984;0,1394;-0,00967;0,31227;0,85447;-0,27255;0,88631;-0,5485;0,42567;-0,58029;0,16734;0,03682;rod
2636;2,61025;-0,07829;1,43406;1,44752;0,54882;0,59046;0,75509;0,70051;1,24501;0,43341;0,14187;1,16592;-0,51024;0,85962;32
2637;-0,48536;-0,7609;-2,41162;-1,12428;-1,43764;-0,60311;-0,90621;-1,08473;-1,2402;0,24277;-0,95244;-1,29854;-1,59724;-0,52228;ineffective
2638;0,40015;-1,89301;0,55532;-0,43756;0,27993;-0,50848;0,42277;1,26204;0,46457;1,68583;0,12718;0,32106;0,53505;-0,08429;fireworks
2639;-0,58432;-0,14952;0,37989;1,12714;0,54011;0,70532;0,45382;-1,91065;0,9723;-0,40792;0,60128;0,48377;-1,66116;0,2825;era
2640;-1,15478;-1,16166;-0,08063;0,1886;0,30873;-0,32672;0,31725;0,01868;0,35719;0,5004;0,15108;1,01007;0,55726;-0,1928;resist
2641;-0,67942;-0,26158;-0,24033;0,19044;-0,43058;-0,33723;-0,32514;-3,12972;-0,60095;0,59771;-0,62552;0,59591;-4,01609;-0,18744;mattis
2642;0,57503;3,19909;1,0237;0,77049;-0,23863;0,05678;-0,07328;0,77242;-0,04249;-1,60242;-0,31947;-0,98828;0,4776;0,14769;ï¿½justiceï¿½
2643;4,99816;1,00814;6,55752;3,29035;3,13792;0,47626;1,7152;5,12882;3,07421;0,26975;3,07654;-1,48;2,23214;1,31123;keith
2644;0,82025;3,63133;2,72183;1,06352;0,39484;0,7762;-0,27935;-0,22948;0,10603;0,35551;-0,54512;0,41486;-2,32934;0,43792;anthem
2645;0,79648;-0,42489;3,86856;0,94749;0,91226;1,379;0,4828;2,06893;0,39881;0,02059;0,75573;1,88611;-10,04726;0,89553;smith
2646;-0,93039;4,68511;-0,06369;-0,56537;-0,09179;-0,43578;0,05098;-0,70144;-0,4559;-0,3946;-0,05928;-0,17112;-3,4816;0,07327;senategop
2647;-0,02073;-2,73244;-0,378;-0,40366;-0,78981;-0,15087;-0,51389;-1,75624;-0,4753;-0,16961;-0,55092;-1,0929;0,73193;-0,35617;urging
2648;-0,17267;-0,07622;1,04152;-0,18767;0,3631;0,32905;0,72249;-0,2713;1,44298;0,28322;0,40672;0,11705;9,68193;0,13763;epidemic
2649;-0,83581;-3,74431;1,37008;-1,37277;-0,24707;0,05511;-0,01638;-0,80021;0,11532;-0,50546;-0,02798;-0,90747;-2,99576;-0,09329;role
2650;0,88637;-2,28385;-0,56324;0,50397;0,34566;0,82623;0,26638;0,55673;0,12994;-0,71816;-0,26804;-0,71388;0,12172;0,39484;medicare
2651;-0,04409;1,89103;-0,02073;-0,63456;-0,3859;-0,35259;-0,56634;0,17026;-0,8014;0,04692;0,01237;-0,37705;-2,35074;-0,212;socialism
2652;0,27681;-2,35457;1,47542;0,76252;0,40912;1,52355;0,70626;2,22995;1,04152;1,35329;0,85595;0,04138;1,48475;0,65695;produced
2653;-0,20159;-1,50422;0,63847;-0,31317;-0,10781;-0,36067;0,49308;-2,10184;0,23816;-0,11869;0,10506;-0,76302;-5,7581;0,01837;oppose
2654;-0,07306;-4,27421;0,80042;-1,73379;0,20962;0,54652;-0,13136;0,70724;-0,25374;-0,07009;0,26037;0,235;-3,80646;0,30501;denying
2655;1,55956;-1,25114;-0,3309;-0,20462;0,32409;0,61579;-0,01848;-0,62352;-0,01433;-0,51466;0,45777;-0,77156;30,50573;0,12878;hughhewitt
2656;0,53684;0,59134;0,52156;0,4762;-0,1199;0,69779;-0,12447;0,81222;-0,18608;0,42913;0,21477;-0,23373;-2,24191;0,13801;importance
2657;0,47218;-3,57929;-0,7848;-0,81813;-0,50854;-0,42765;-0,40664;-2,08028;-0,70139;-0,06382;-0,33647;-0,50369;-3,52506;-0,25521;expose
2658;-0,27338;-3,66666;-0,57134;-0,48175;-0,03268;-0,25738;0,17265;-1,80553;-0,34872;0,30342;0,23008;1,88557;-6,11908;0,05673;kellyannepolls
2659;1,79719;-1,03252;1,3978;-0,81402;0,10433;0,27532;-0,22945;1,05931;-0,27135;-0,35373;0,19473;-0,63528;-5,41146;0,53214;exclusive
2660;-0,70515;0,30835;0,23974;-0,75049;-0,08456;-0,02394;0,36132;1,05306;0,45884;0,20809;0,45243;0,57625;-2,74094;0,09456;seriously
2661;-1,20282;-2,45262;-0,50954;-0,44742;0,00221;-0,69738;1,09468;-2,19053;1,56063;-0,20203;0,58592;0,12279;3,36352;-0,88196;equipment
2662;-1,52718;-0,17386;-1,41403;-0,84094;-0,35649;-0,39449;-0,54513;-0,38446;-0,1726;-0,74382;-0,89739;-0,28665;30,46929;-0,35366;protesters
2663;0,1631;1,24647;0,67172;-0,55622;-0,15068;0,9577;0,02734;-0,58675;-0,87854;-1,35426;-0,60633;1,1338;-0,26808;0,24538;targeted
2664;-1,49187;-1,58637;-0,79376;-0,79063;-0,61939;-0,00879;-0,44235;-0,57115;-0,47989;-0,81891;-0,83418;-0,89644;22,1386;-0,37558;editor
2665;-0,02766;-2,6509;3,7872;0,29292;0,41809;0,94333;0,63897;0,24786;0,65199;1,5787;0,619;0,36218;25,16937;0,30703;hospital
2666;0,56511;-0,88886;3,28913;0,58637;0,8073;1,26544;0,23962;1,03111;0,33401;-0,62209;0,58992;-0,56683;15,81144;0,5767;controlled
2667;-0,21261;-2,30492;-0,79494;-0,00105;0,12011;0,48695;0,29503;-0,28747;-0,23455;-0,75997;0,03766;-0,43075;16,79674;0,05223;ultimately
2668;1,06804;-0,65992;0,65452;-0,32526;0,24781;0,24311;0,49466;1,05479;1,24026;0,49806;0,82167;-0,11003;18,1589;0,46178;extended
2669;-0,31696;-0,92279;3,36267;-0,429;-0,56636;0,55411;-0,13137;0,69685;-0,02739;0,70218;-0,30943;0,87892;15,40234;0,26353;admit
2670;-1,99232;-2,3141;-0,54266;-0,00662;0,71629;-0,4869;0,91834;-1,22814;1,47392;-0,01203;0,74561;0,95345;1,85605;-0,13661;jail
2671;-0,88048;0,28178;0,32104;1,07657;-0,34064;0,55884;0,1079;0,00423;0,56527;-0,5896;-0,01276;0,67894;2,93154;0,212;annual
2672;0,05793;-0,09334;-0,14046;0,0943;0,9352;-0,51919;0,91303;0,51245;1,16643;0,04349;0,03655;1,62607;2,13484;0,06054;nh
2673;-0,55336;-0,58236;0,66621;-0,03546;-0,30071;0,47295;0,58604;-0,40796;1,00342;-0,8595;-0,09411;0,13273;2,74516;0,14689;corey
2674;0,84678;3,83051;2,07198;-0,85366;-0,20521;-0,00524;-0,59154;0,62397;-0,49577;-0,37535;-0,15796;0,73368;-7,77052;-0,02971;ï¿½weï¿½re
2675;0,93816;1,36103;1,03287;0,5722;0,12831;0,94336;0,3426;1,68059;0,32994;-0,02469;0,37591;0,0546;1,96672;0,40392;sale
2676;0,27821;1,27276;-0,11929;0,62934;-0,03413;0,13498;0,39655;-0,44028;0,46338;0,56292;0,71969;0,92135;-1,74886;0,04016;monitoring
2677;0,56847;-0,56362;4,1998;-0,07114;0,00045;0,5002;-0,24988;0,93226;-0,45623;0,40747;-0,24755;0,02176;-0,36834;0,21737;facilities
2678;1,63098;0,90952;1,38229;1,06588;0,13216;0,84823;0,28524;2,89346;0,2856;0,35003;0,57508;0,58167;0,47646;0,50172;expect
2679;-1,26907;-4,42219;-1,33495;-0,85931;-0,17574;-1,68247;0,02915;-0,83991;-0,05003;-0,55194;0,50861;-0,31433;-3,07897;-0,61649;quick
2680;-0,40801;-2,36043;2,05935;0,00935;-0,24902;0,91351;0,05485;0,24657;0,0584;-1,44688;0,12549;-1,35352;-6,82907;0,15065;limbaugh
2681;-2,36612;-2,06092;-2,03187;-1,90014;-0,91188;-1,16401;-0,92214;-0,12585;-0,48632;0,37555;-1,16208;-0,12654;-2,13663;-1,03968;handle
2682;-0,49354;1,23259;1,74094;0,30423;0,44392;0,89578;0,67774;0,41433;0,45108;-0,47229;0,11155;0,8105;1,93703;0,40751;findings
2683;-0,11278;3,04696;0,07507;-0,44145;0,6588;0,15892;0,43937;0,00502;1,28723;-0,2515;0,84026;-0,30672;-1,27218;0,20482;moore
2684;-1,87004;-1,59941;-2,72103;-1,38145;-0,65292;-1,08862;-1,06355;-3,82911;-0,67946;-0,74487;-0,97862;-0,57491;0,18048;-0,79685;bills
2685;0,23128;-0,74991;3,02519;-0,361;-0,02954;0,32799;-0,84357;-1,24523;-0,47888;-0,61349;-0,46279;-0,35797;-4,0238;-0,01888;jon
2686;0,30608;-2,62855;0,03433;0,2109;0,24243;-0,96553;0,32257;0,37529;0,45392;1,01433;0,56954;0,77513;-3,8654;0,22588;daily
2687;0,78454;-1,30981;-0,29774;-1,21831;0,65248;0,53684;1,40183;0,67769;1,02433;0,10809;0,66177;0,70001;-4,95309;0,48995;replouiegohmert
2688;0,73696;0,58895;2,6268;0,98491;0,92976;0,05457;0,32171;2,37397;0,39907;1,28753;0,94721;1,17553;-1,8728;0,26058;miami
2689;-2,04002;-0,34377;-0,61446;-1,4663;-0,55572;-0,00465;0,12889;-0,12603;0,3218;-1,39274;0,75022;-0,5056;-4,05153;0,07209;katiepavlich
2690;-0,70558;-0,79787;-0,60858;-1,14433;1,26604;-0,0178;1,64869;-2,05423;1,82625;-0,32626;1,0512;-1,00587;-4,7619;0,07025;stu
2691;1,03828;1,43214;2,44872;-0,36247;0,19839;0,70872;0,51228;2,09211;0,50614;0,60022;0,72565;0,21974;0,16525;0,34314;filled
2692;-0,04805;3,02459;1,82642;-0,50668;0,91132;0,7005;0,81143;0,48568;0,93674;0,35166;0,46244;0,39774;1,09356;0,34311;additionally
2693;-1,01764;-0,0816;-0,94656;0,11863;-0,02506;-0,41312;0,51487;-0,26845;0,35703;-0,46711;1,21304;-0,20616;-0,27824;-0,2593;mental
2694;1,34094;-1,33244;2,08845;1,36168;0,76836;0,64688;0,64756;0,7078;0,90575;0,60533;0,90152;0,08233;2,77044;0,43394;brazil
2695;-0,3384;-2,02183;-0,47913;0,90568;-0,27534;0,55007;0,33928;0,70723;0,47464;-0,72088;-0,51408;-0,30111;-0,39044;0,35268;guns
2696;0,28459;-0,66442;2,7256;-0,18336;-0,04545;0,38781;-0,30224;0,1769;-0,21024;-0,75987;0,19371;0,79595;2,14536;-0,00382;jasoninthehouse
2697;-0,93552;1,1497;0,63773;0,05473;0,51358;0,04303;1,02662;-0,72585;1,43573;-1,28153;1,66845;-0,52544;-1,09532;-0,00755;oath
2698;0,62095;-2,15308;0,95447;0,20083;-0,30168;0,28161;0,16806;0,85933;-0,03656;-1,59787;0,15585;0,10747;3,34713;0,13649;impeachmentï¿½
2699;-1,15585;-0,9007;-1,54891;-1,09946;-0,83803;0,01665;-0,12004;-1,84829;-0,31968;-0,23117;-0,24848;-0,90771;-2,65884;-0,398;details
2700;-0,23455;0,17281;0,14885;-0,11485;0,11724;0,08315;0,68269;1,26712;0,94532;-0,29073;0,18836;-0,1829;-1,25225;0,2336;background
2701;-0,98852;-2,00417;-0,0226;-0,76183;0,19227;0,15938;0,99511;0,63483;0,89465;1,11243;1,04965;3,08419;-0,58624;0,288;might
2702;-0,5551;2,10807;-2,4089;-1,29324;-1,33796;-0,66668;-0,0941;-1,04699;-0,01821;-0,05453;-0,22974;-0,15843;-2,74803;-0,49809;floor
2703;-0,95797;-3,18183;1,12694;-0,08316;-0,32541;-0,2333;0,09627;0,11898;0,37042;-1,10938;0,13367;-0,09414;3,926;-0,0002;bidenï¿½s
2704;-0,61238;2,88294;-0,74198;0,3815;-0,17839;0,08225;0,26648;-1,39937;0,30557;-1,42106;0,67563;1,09462;12,55694;0,01738;demands
2705;-1,1053;-1,32754;1,17491;0,48859;0,09295;0,09286;-0,14518;0,29093;0,19749;-0,21315;-0,17002;0,60926;4,54834;0,16728;reviews
2706;-0,1591;-7,60333;0,34464;-0,64381;-0,26093;-0,56224;0,22432;0,26505;-0,00551;-1,39981;-0,28626;0,17086;-8,38586;0,03037;yovanovitch
2707;0,27015;1,34525;3,18963;-0,5388;-0,10653;0,43803;-0,08925;1,34818;-0,6746;-0,93837;-0,15035;0,0221;-1,33415;0,25804;herself
2708;0,02016;-0,21266;1,46309;-0,07233;-0,30137;-0,11445;0,09595;0,73159;-0,22638;-0,1757;-0,21567;0,25435;-3,1976;0,06303;welcomed
2709;-0,08174;-2,46499;1,0611;-0,02393;0,51377;0,90157;0,21396;0,87393;0,37525;0,21124;-0,06108;1,03135;-0,98342;0,26689;wednesday
2710;0,1685;-3,01677;-2,2084;-0,34404;-1,00054;-2,16115;-0,243;-1,07936;-0,47469;0,58063;-0,32597;-1,12818;-8,49669;-0,56947;finding
2711;0,29327;-2,22692;-1,36792;-0,98395;0,14034;-1,01625;-0,36965;0,53486;0,24213;1,03648;-0,16542;-1,03459;-3,63396;-0,05127;obvious
2712;1,82491;-1,14619;1,80886;0,01094;0,78721;0,44166;0,20706;1,56639;0,30614;-0,53381;0,84981;-0,47394;5,90475;0,51669;dishonesty
2713;-0,88788;1,28283;-1,365;-0,37376;-1,03837;-0,57893;-0,66286;-1,26736;-0,68847;-0,36899;-0,61011;-0,19676;-3,33139;-0,42583;champions
2714;0,55203;1,77054;0,94244;-0,00288;-0,35711;-0,26571;-0,31322;-0,81153;-0,36035;0,39103;-0,34054;-0,23827;-7,84832;-0,30007;attend
2715;0,39662;0,90653;2,32324;0,17974;0,39814;0,90052;0,71378;1,27748;0,47829;-0,73262;1,23782;-0,25002;-2,04703;0,41968;husband
2716;-1,04802;-2,11696;-0,97937;-1,10578;-0,11181;0,31894;-0,496;-0,75708;-0,15639;-0,65311;-0,843;-0,10887;-1,28942;0,06344;acts
2717;-0,15777;0,66196;0,26841;-0,79893;-0,13714;-0,03698;-0,39773;-0,41728;-0,28999;-0,45644;-0,05548;-0,10163;1,91789;0,08465;confirms
2718;0,45411;-3,68325;0,0542;-1,67945;-0,56931;0,52029;-0,62811;-0,52083;-0,71128;0,04214;0,00758;0,01511;-3,05119;-0,05678;(a
2719;1,75619;-1,01756;1,13249;-1,81309;0,92967;0,20152;1,0531;1,8508;1,67204;-0,35163;1,94624;-0,02918;-3,3908;0,41521;boris
2720;0,1301;-2,03236;0,51401;-0,47588;0,08409;0,64904;-0,13449;0,36735;-0,02155;-1,71638;-0,40324;0,21558;-0,92295;0,03012;legislative
2721;1,01213;0,2139;2,23195;0,59845;-0,94703;0,73615;0,27102;0,6045;0,48933;0,6502;-0,5181;0,38451;-4,61528;0,21879;scheme
2722;-0,84903;0,40622;-0,00888;-0,27423;-0,1013;0,2244;0,5516;0,32353;0,22788;-0,53541;-0,07407;-0,2683;-2,63002;0,18687;releasing
2723;-0,72293;-1,5183;-1,06444;0,08376;-1,4393;-0,30423;-0,07115;-0,2565;-0,73279;-1,01868;-0,18589;-0,38406;-3,33557;-0,20699;jobï¿½
2724;-2,7381;-2,60376;-2,18144;-1,12062;0,7159;-0,17387;-0,30057;0,04879;-0,75893;-0,28553;-0,40665;-0,18209;-1,97609;-0,18217;february
2725;-1,19921;0,57431;-0,1108;0,38954;0,3763;0,20115;0,77163;-0,50972;0,91716;-0,55147;0,60509;1,37125;-2,19057;0,28541;policyï¿½
2726;-0,26581;0,5828;-0,8972;-0,06186;-0,71187;-0,47748;-0,424;-0,50956;-1,27472;-0,09128;-0,87305;0,16995;0,79399;-0,04223;priority
2727;1,08573;-0,84199;3,79219;-0,10191;0,67725;0,71527;0,52148;0,13286;0,19257;-1,14169;0,70726;0,90674;0,54569;0,44213;advice
2728;-0,23696;-0,55834;1,24328;-0,17673;0,36413;-0,05206;0,7441;0,21401;0,81569;-1,08078;-0,04698;-1,03542;-1,26312;-0,18913;congratulate
2729;-0,05075;-2,90664;0,4985;-0,12448;-0,43203;0,26921;-0,42001;1,02414;-1,025;-0,72828;-0,28195;-0,72633;-3,36504;0,05127;failure
2730;-1,02386;-1,43691;2,32731;0,15924;-0,10917;0,46255;0,01064;0,12883;-0,24293;-0,8999;-0,51091;0,14671;-2,58965;0,09553;document
2731;0,29043;-0,22043;0,9038;-0,47158;-0,0747;1,3132;0,26187;0,12312;0,02857;0,93213;-0,17361;-0,62204;7,04278;0,20389;round
2732;0,49197;-2,08607;2,54608;1,51256;0,83408;1,2396;0,67898;1,22332;0,43896;1,77681;0,33308;0,42143;-2,52963;0,5341;raising
2733;1,12086;-4,50959;1,24263;0,64653;0,10899;1,19866;0,92452;1,44308;0,69617;1,86667;0,34106;0,99272;13,04348;0,27633;petehegseth
2734;0,25441;-0,36482;1,63006;-0,11748;0,6851;0,77716;0,65086;0,43994;0,76535;-0,13362;0,7898;-0,62073;-3,98838;0,06292;economically
2735;-2,15365;0,61435;-1,69995;-1,17901;-0,74139;-1,63876;-0,60166;-0,78127;0,01306;-0,98546;-0,73398;-0,60031;1,64338;-0,93218;mexican
2736;1,75534;3,30493;1,38837;0,65383;-0,05768;1,28982;0,28797;1,58033;0,50251;0,1262;0,11725;0,54456;0,91046;0,77865;gangs
2737;0,8078;3,28129;0,94221;1,46207;0,69106;0,57043;1,01619;1,28661;0,78505;-0,92978;1,5202;0,13915;-5,79528;0,84119;steal
2738;-0,66951;-0,02465;0,57136;-0,01206;0,40946;0,40463;0,34765;0,24708;0,26297;-0,92856;0,41275;-0,11742;4,83219;0,15726;testifying
2739;1,1444;-1,29406;1,37927;-0,18608;0,94997;0,46115;1,05033;0,66314;0,44378;-0,40206;0,79833;0,75637;-1,4929;0,47693;enjoyed
2740;0,29045;2,70872;0,70534;-0,08128;0,5976;0,19066;0,19689;1,20317;0,74899;-0,73369;0,30946;0,61442;-5,66955;0,32559;queen
2741;-0,36762;-1,07508;1,03786;-0,69924;-0,20517;0,05116;0,11838;0,24552;-0,15465;-0,59495;0,12519;0,89056;0,07095;0,10823;sarah
2742;-0,44412;-0,87315;0,78152;-0,47629;0,90409;-0,15983;1,25957;0,79807;1,08377;0,21038;0,86234;0,503;1,37967;0,27235;uncovered
2743;-2,63541;-2,1104;-1,40728;-2,04102;-0,60066;-0,28854;-0,58826;-3,43551;-0,34199;-1,68055;-0,4692;-1,32508;-1,83333;-0,86195;patients
2744;-2,46026;-0,4244;-2,48805;0,22801;-0,94773;-0,57529;0,18703;-2,07528;-0,13444;-3,11384;0,16888;-1,6622;1,4597;-0,45773;nomination
2745;-1,09718;-1,02693;-1,03783;-1,40731;-0,47856;-0,35039;-0,94234;-0,06357;-1,37469;0,05744;-1,04701;0,39676;-3,83287;-0,18468;diamondandsilk
2746;-2,94582;-1,85067;-1,02575;-1,46163;-0,49233;-0,49951;-0,40465;-0,91462;-0,48819;-0,30147;-0,07486;0,4859;0,60572;-0,25945;uniform
2747;0,82379;0,51925;3,22273;-0,30682;0,06465;-0,06731;0,22205;-0,44998;0,18461;-0,26462;-0,25197;-0,57229;0,05173;-0,05652;terminated
2748;1,05982;-1,5495;-1,27962;-0,20832;-0,39683;0,61518;-0,18972;-0,9273;-0,38277;-1,18;0,46898;-0,55247;-1,87087;-0,01063;washingtonpost
2749;0,44488;1,5226;-0,55898;-0,00915;-0,19792;-0,054;0,23056;-0,27477;0,67779;-0,58082;0,39782;-0,19283;0,25252;-0,08771;aoc
2750;-1,96366;-5,04573;-0,62027;-0,91274;-0,53159;-0,10346;-0,20523;-1,01834;-0,24031;0,17671;-0,56265;-2,1787;0,30638;-0,34034;secazar
2751;1,97532;-2,71262;1,36354;1,08029;0,30459;0,4984;0,40587;2,45666;0,61497;-0,66946;1,1559;-0,42723;-1,21092;0,36006;couple
2752;0,87169;-3,60505;2,21441;-0,31489;0,91463;-0,2877;-0,7323;1,08953;-0,49642;-0,09396;-0,37016;-0,23167;-3,90427;0,28326;reach
2753;0,04694;0,13087;0,11638;-0,26334;0,15733;-0,24712;-0,09421;-0,32631;0,11909;0,2987;-0,04392;0,02543;1,54884;-0,26687;letting
2754;0,11466;2,38574;3,14414;0,48335;-0,13247;0,10662;0,36744;3,13118;0,10774;-1,50731;0,1512;-0,14756;0,35266;0,35912;chicago
2755;0,50979;2,54886;1,54445;-0,26902;-0,01662;-0,62134;-0,03996;1,5744;0,21481;0,69408;-0,06011;0,7428;-0,76048;-0,0634;sgt
