Month,Day,Year,AAL,ACB,AMD,BA,GD,GOOG,LMT,MU,NOC,NRT,RTN,USO,ZN,^GSPC
5.0,10.0,2019.0,33.990002000000004,8.35,27.959999,354.670013,173.080002,1164.27002,341.350006,38.939999,300.799988,7.4,180.240005,12.84,0.51,2881.399902
5.0,13.0,2019.0,32.139999,8.02,26.24,337.369995,167.990005,1132.030029,335.369995,37.380001,295.480011,7.44,178.600006,12.68,0.49,2811.8701170000004
5.0,14.0,2019.0,32.34,8.38,27.32,343.040009,168.490005,1120.439941,336.170013,38.509997999999996,295.640015,7.47,177.880005,12.87,0.48,2834.409912
5.0,15.0,2019.0,32.16,8.68,27.58,345.640015,167.720001,1164.209961,334.149994,38.41,294.48999,7.65,177.279999,12.97,0.46,2850.959961
5.0,16.0,2019.0,32.32,8.89,28.01,353.809998,169.850006,1178.97998,339.390015,37.310001,304.709991,7.39,179.440002,13.14,0.45,2876.320068
5.0,17.0,2019.0,31.74,8.68,27.5,355.019989,166.369995,1162.300049,337.98999,36.060001,306.690002,7.04,177.070007,13.08,0.45,2859.530029
5.0,20.0,2019.0,30.959999,8.49,26.68,352.790009,169.28999299999995,1138.849976,342.01001,34.619999,314.579987,7.2,180.669998,13.15,0.43,2840.22998
5.0,21.0,2019.0,31.299999,8.66,27.35,358.75,171.449997,1149.630005,343.950012,35.639998999999996,316.23999,7.04,182.630005,13.13,0.43,2864.360107
5.0,22.0,2019.0,29.92,8.61,27.41,352.77999900000015,169.279999,1151.420044,341.299988,34.73,316.630005,6.67,180.529999,12.74,0.42,2856.27002
5.0,23.0,2019.0,29.5,8.25,26.360001,350.549988,163.580002,1140.77002,340.070007,33.82,311.089996,6.65,179.71000700000005,12.09,0.38,2822.23999
5.0,24.0,2019.0,29.17,8.31,26.440001,354.899994,164.029999,1133.469971,338.7799990000001,34.0,312.070007,7.11,180.0,12.23,0.35,2826.060059
5.0,28.0,2019.0,28.73,8.33,29.049999,354.880005,163.660004,1134.150024,337.890015,32.939999,308.230011,7.14,178.550003,12.23,0.39,2802.389893
5.0,29.0,2019.0,28.41,8.12,28.09,348.799988,162.309998,1116.459961,339.339996,33.290001000000004,306.01001,7.06,177.550003,12.24,0.44,2783.02002
5.0,30.0,2019.0,28.17,8.0,28.030001,349.869995,162.229996,1117.949951,341.959991,33.32,309.809998,6.97,176.440002,11.76,0.46,2788.860107
5.0,31.0,2019.0,27.23,7.59,27.41,341.609985,160.820007,1103.630005,338.540009,32.610001000000004,303.25,6.87,174.5,11.1,0.45,2752.060059
6.0,3.0,2019.0,27.200001,7.16,27.58,338.890015,163.149994,1036.22998,344.570007,32.689999,306.940002,6.82,176.199997,10.99,0.42,2744.449951
6.0,4.0,2019.0,29.120001,7.87,29.57,344.619995,167.779999,1053.050049,349.350006,34.490002000000004,312.269989,6.88,179.059998,11.16,0.42,2803.27002
6.0,5.0,2019.0,30.360001,7.73,29.5,348.75,171.940002,1042.219971,352.700012,33.34,316.769989,6.88,182.330002,10.77,0.4,2826.149902
6.0,6.0,2019.0,30.379999,7.53,31.82,350.640015,171.979996,1044.339966,352.519989,33.470001,314.820007,6.89,183.619995,11.06,0.39,2843.48999
6.0,7.0,2019.0,30.92,7.64,32.41,353.700012,173.970001,1066.040039,355.230011,33.990002000000004,318.290009,6.9,185.910004,11.23,0.39,2873.340088
6.0,10.0,2019.0,30.76,7.94,33.23,353.799988,173.389999,1080.380005,351.600006,34.939999,311.309998,6.89,187.190002,11.11,0.39,2886.72998
6.0,11.0,2019.0,30.58,7.78,32.41,349.329987,169.729996,1078.719971,344.040009,34.84,300.730011,6.7,177.619995,11.11,0.4,2885.719971
6.0,12.0,2019.0,31.1,7.75,32.18,347.02999900000015,170.03999299999995,1077.030029,345.51001,32.959998999999996,304.850006,6.79,177.0,10.64,0.39,2879.840088
6.0,13.0,2019.0,33.09,7.57,31.389999,348.859985,171.940002,1088.77002,349.079987,33.380001,307.630005,6.72,177.119995,10.88,0.37,2891.639893
6.0,14.0,2019.0,32.68,7.56,30.360001,347.160004,171.25,1085.349976,350.140015,32.66,309.429993,6.66,177.350006,10.94,0.37,2886.97998
6.0,17.0,2019.0,32.560001,7.6,29.200001,354.899994,171.779999,1092.5,348.690002,32.43,309.470001,6.79,179.809998,10.81,0.37,2889.669922
6.0,18.0,2019.0,32.52,7.56,30.450001,373.959991,173.589996,1103.599976,353.519989,34.290001000000004,313.190002,6.75,179.990005,11.25,0.39,2917.75
6.0,19.0,2019.0,33.209999,7.48,30.5,368.559998,173.619995,1102.329956,355.730011,33.939999,315.190002,6.74,179.080002,11.33,0.38,2926.459961
6.0,20.0,2019.0,32.150002,7.44,30.01,374.880005,177.96000700000005,1111.420044,362.799988,34.150002,323.820007,6.84,182.139999,11.85,0.4,2954.179932
6.0,21.0,2019.0,31.57,7.3,29.1,371.839996,177.429993,1121.880005,359.359985,33.25,322.160004,6.7,183.130005,11.97,0.4,2950.459961
6.0,24.0,2019.0,31.82,7.51,29.26,373.98999,177.820007,1115.52002,359.980011,33.189999,321.480011,6.81,184.020004,12.01,0.38,2945.350098
6.0,25.0,2019.0,31.26,7.46,28.860001,369.320007,177.639999,1086.349976,360.559998,32.68,321.149994,6.67,179.770004,12.0,0.36,2917.3798829999996
6.0,26.0,2019.0,31.459999,7.63,29.92,374.940002,178.899994,1079.800049,359.5,37.040001000000004,318.700012,6.85,178.720001,12.29,0.36,2913.780029
6.0,27.0,2019.0,32.150002,7.83,30.74,364.019989,177.720001,1076.01001,359.089996,38.07,318.2799990000001,6.87,178.059998,12.29,0.35,2924.919922
6.0,28.0,2019.0,32.610001000000004,7.82,30.370001,364.01001,181.820007,1080.910034,363.540009,38.59,323.109985,7.08,173.880005,12.04,0.33,2941.76001
7.0,1.0,2019.0,32.880001,7.83,31.200001,356.459991,182.539993,1097.949951,361.470001,40.110001000000004,318.540009,7.07,171.029999,12.28,0.36,2964.330078
7.0,2.0,2019.0,32.189999,7.63,31.24,354.160004,183.570007,1111.25,367.570007,39.599998,323.690002,6.9,172.800003,11.7,0.33,2973.01001
7.0,3.0,2019.0,32.720001,7.68,31.190001,354.47000099999997,182.649994,1121.579956,370.380005,39.59,325.25,7.15,173.449997,11.77,0.34,2995.820068
7.0,5.0,2019.0,32.459999,7.54,31.5,355.859985,182.279999,1131.589966,369.920013,39.419998,325.200012,7.3,173.649994,11.95,0.33,2990.409912
7.0,8.0,2019.0,32.790001000000004,7.44,32.040001000000004,351.119995,181.470001,1116.349976,369.179993,40.41,323.98999,7.3,173.770004,11.93,0.37,2975.949951
7.0,9.0,2019.0,32.360001000000004,7.34,33.150002,353.089996,180.830002,1124.829956,369.730011,41.349998,325.809998,7.17,174.940002,12.04,0.36,2979.6298829999996
7.0,10.0,2019.0,32.939999,7.39,33.790001000000004,352.299988,182.539993,1140.47998,368.160004,42.900002,324.059998,7.2,177.0,12.53,0.36,2993.070068
7.0,11.0,2019.0,33.029999,7.18,33.060001,359.0,183.600006,1144.209961,368.230011,43.48,324.929993,7.15,178.080002,12.55,0.38,2999.909912
7.0,12.0,2019.0,33.779999,6.77,33.209999,365.329987,185.839996,1144.900024,369.450012,44.509997999999996,329.5299990000001,7.15,179.139999,12.52,0.4,3013.77002
7.0,15.0,2019.0,33.610001000000004,7.01,34.389999,361.609985,186.399994,1150.339966,367.690002,44.400002,325.269989,7.23,178.130005,12.3,0.35,3014.300049
7.0,16.0,2019.0,34.220001,7.16,33.849998,362.75,186.889999,1153.579956,365.350006,43.060001,323.829987,7.2,180.059998,12.07,0.35,3004.040039
7.0,17.0,2019.0,33.259998,7.41,33.599998,369.519989,183.550003,1146.349976,358.470001,43.369999,322.0,7.3,178.25,11.75,0.37,2984.419922
7.0,18.0,2019.0,33.740002000000004,6.95,33.0,361.109985,183.179993,1146.329956,356.209991,44.669998,321.140015,7.3,176.089996,11.56,0.35,2995.110107
7.0,19.0,2019.0,33.080002,6.84,32.509998,377.359985,183.850006,1130.099976,356.959991,45.52,322.160004,7.37,178.570007,11.67,0.34,2976.610107
7.0,22.0,2019.0,32.900002,6.73,32.849998,373.420013,184.619995,1138.069946,357.630005,47.189999,323.200012,7.45,180.559998,11.68,0.33,2985.030029
7.0,23.0,2019.0,33.73,6.66,33.490002000000004,373.070007,185.970001,1146.209961,357.799988,46.950001,323.98999,7.23,181.320007,11.81,0.34,3005.469971
7.0,24.0,2019.0,34.59,6.55,34.110001000000004,361.429993,187.639999,1137.810059,368.899994,47.990002000000004,342.970001,7.34,184.190002,11.59,0.34,3019.560059
7.0,25.0,2019.0,31.67,6.49,33.669998,348.089996,187.610001,1132.119995,370.320007,47.77,354.720001,7.25,192.630005,11.6,0.33,3003.669922
7.0,26.0,2019.0,31.24,6.41,34.02,345.0,189.729996,1250.410034,369.459991,47.490002000000004,352.519989,7.27,189.789993,11.65,0.33,3025.860107
7.0,29.0,2019.0,30.74,6.21,33.48,340.209991,189.830002,1239.410034,369.619995,46.82,355.429993,7.16,189.679993,11.82,0.33,3020.969971
7.0,30.0,2019.0,30.709999,6.25,33.869999,347.459991,189.119995,1225.140015,365.98999,47.459998999999996,352.910004,7.26,186.020004,12.08,0.34,3013.179932
7.0,31.0,2019.0,30.51,6.25,30.450001,341.179993,185.940002,1216.680054,362.170013,44.889998999999996,345.570007,7.18,182.289993,12.04,0.33,2980.3798829999996
8.0,1.0,2019.0,29.84,5.85,29.860001,334.290009,183.429993,1209.01001,363.089996,43.599998,345.019989,7.47,179.580002,11.31,0.33,2953.560059
8.0,2.0,2019.0,29.450001,6.33,29.440001,339.559998,181.970001,1193.98999,361.910004,44.080002,341.160004,7.43,179.270004,11.48,0.33,2932.050049
8.0,5.0,2019.0,28.530001,6.19,27.99,331.059998,176.770004,1152.319946,358.429993,41.939999,342.809998,7.38,180.149994,11.37,0.33,2844.73999
8.0,6.0,2019.0,28.360001,6.83,28.860001,332.450012,180.669998,1169.949951,366.779999,42.619999,354.25,7.39,184.830002,11.14,0.33,2881.77002
8.0,7.0,2019.0,28.629999,6.62,29.190001,331.380005,180.850006,1173.98999,369.299988,41.75,361.420013,7.4,184.539993,10.84,0.34,2883.97998
8.0,8.0,2019.0,29.08,6.64,33.919998,336.350006,184.169998,1204.800049,377.170013,42.630001,368.959991,7.47,188.259995,10.96,0.34,2938.090088
8.0,9.0,2019.0,28.780001,6.54,34.189999,337.549988,184.100006,1188.01001,377.01001,41.52,370.540009,7.5,186.850006,11.28,0.35,2918.649902
8.0,12.0,2019.0,27.639999,6.59,32.43,332.940002,181.320007,1174.709961,377.0,42.130001,373.209991,7.46,183.539993,11.36,0.36,2882.699951
8.0,13.0,2019.0,27.51,6.66,32.110001000000004,332.859985,183.110001,1197.27002,377.220001,44.169998,370.660004,7.45,183.600006,11.87,0.35,2926.320068
8.0,14.0,2019.0,26.1,6.09,30.24,320.420013,180.830002,1164.290039,368.940002,42.040001000000004,361.420013,7.48,178.46000700000005,11.44,0.34,2840.600098
8.0,15.0,2019.0,25.41,5.67,29.67,328.0,182.220001,1167.26001,373.459991,42.240002000000004,365.220001,6.9,178.520004,11.35,0.34,2847.600098
8.0,16.0,2019.0,25.790001,5.99,31.18,330.450012,184.350006,1177.599976,377.0,43.549999,367.910004,6.84,178.190002,11.4,0.33,2888.679932
8.0,19.0,2019.0,26.1,5.84,31.48,333.7799990000001,187.589996,1198.449951,380.470001,45.009997999999996,370.079987,6.94,179.190002,11.66,0.34,2923.649902
8.0,20.0,2019.0,25.83,5.93,30.719999,331.75,187.169998,1182.689941,381.75,44.23,369.01001,6.93,185.440002,11.63,0.34,2900.51001
8.0,21.0,2019.0,26.42,5.84,31.700001,339.98999,188.479996,1191.25,383.0,44.169998,369.140015,6.74,185.070007,11.61,0.33,2924.429932
8.0,22.0,2019.0,26.530001,5.79,31.9,354.410004,187.550003,1189.530029,385.880005,44.779999,372.019989,6.5,186.979996,11.53,0.32,2922.949951
8.0,23.0,2019.0,25.42,5.64,29.540001,356.01001,183.550003,1151.290039,376.890015,42.959998999999996,361.5,6.51,180.529999,11.19,0.32,2847.110107
8.0,26.0,2019.0,25.190001,5.8,30.280001,359.040009,184.649994,1168.890015,380.320007,43.43,366.649994,6.58,181.710007,11.18,0.34,2878.3798829999996
8.0,27.0,2019.0,24.450001,5.57,30.200001,354.730011,183.360001,1167.839966,379.98999,42.439999,364.179993,6.7,178.389999,11.42,0.31,2869.159912
8.0,28.0,2019.0,25.33,5.58,30.780001,359.97000099999997,185.440002,1171.02002,380.970001,43.150002,363.899994,6.91,179.419998,11.64,0.29,2887.939941
8.0,29.0,2019.0,26.32,5.55,31.450001,362.73999,189.470001,1192.849976,384.429993,44.669998,367.929993,6.78,182.729996,11.78,0.27,2924.580078
8.0,30.0,2019.0,26.309999,5.5,31.450001,364.089996,191.270004,1188.099976,384.109985,45.27,367.869995,6.74,185.320007,11.46,0.26,2926.459961
9.0,3.0,2019.0,26.51,5.67,30.9,354.420013,189.279999,1168.390015,384.690002,44.990002000000004,366.230011,6.6,182.089996,11.22,0.28,2906.27002
9.0,4.0,2019.0,27.0,5.59,30.950001,356.52999900000015,190.710007,1181.410034,389.079987,46.810001,372.059998,6.74,183.399994,11.71,0.29,2937.780029
9.0,5.0,2019.0,27.690001,5.86,31.5,360.299988,192.270004,1211.380005,385.149994,49.029999,368.429993,6.8,185.270004,11.7,0.29,2976.0
9.0,6.0,2019.0,27.790001,6.08,30.559999,363.0,192.669998,1204.930054,386.559998,48.970001,367.769989,6.5,190.460007,11.77,0.28,2978.709961
9.0,9.0,2019.0,28.440001,6.01,30.5,358.77999900000015,188.070007,1204.410034,380.209991,49.130001,355.829987,6.45,189.410004,12.08,0.28,2978.429932
9.0,10.0,2019.0,29.120001,6.28,30.23,369.48999,187.869995,1206.0,381.320007,49.389998999999996,355.089996,6.4,192.970001,11.98,0.32,2979.389893
9.0,11.0,2019.0,29.76,6.49,29.76,382.940002,188.600006,1220.170044,381.549988,50.48,358.850006,6.4,193.119995,11.68,0.31,3000.929932
9.0,12.0,2019.0,29.940001,5.89,30.209999,375.630005,189.410004,1234.25,386.630005,50.439999,365.220001,6.37,197.449997,11.47,0.31,3009.570068
9.0,13.0,2019.0,29.950001,5.95,30.690001,379.76001,189.960007,1239.560059,384.859985,50.5,363.679993,6.41,198.720001,11.44,0.28,3007.389893
9.0,16.0,2019.0,27.77,5.45,30.83,378.850006,190.970001,1231.300049,392.660004,50.150002,371.429993,6.5,204.059998,12.83,0.32,2997.959961
9.0,17.0,2019.0,28.639999,5.27,30.99,384.200012,191.309998,1229.150024,393.980011,50.84,374.470001,6.28,201.009995,12.29,0.31,3005.699951
9.0,18.0,2019.0,28.6,5.27,30.42,386.410004,190.300003,1232.410034,397.040009,50.48,377.420013,6.3,200.309998,12.1,0.31,3006.72998
9.0,19.0,2019.0,28.299999,5.16,30.290001,384.440002,188.130005,1238.709961,393.429993,49.82,375.579987,6.1,199.330002,12.19,0.31,3006.790039
9.0,20.0,2019.0,27.99,5.02,30.049999,379.390015,187.369995,1229.930054,388.25,49.16,368.179993,6.07,194.929993,12.2,0.3,2992.070068
9.0,23.0,2019.0,27.5,5.08,30.639999,377.02999900000003,186.789993,1234.030029,387.670013,49.599998,369.130005,6.0,196.740005,12.21,0.29,2991.780029
9.0,24.0,2019.0,27.0,4.76,29.52,381.649994,184.699997,1218.76001,389.170013,48.509997999999996,369.51001,6.06,195.639999,11.9,0.29,2966.600098
9.0,25.0,2019.0,27.440001,4.76,29.540001,386.200012,186.0,1246.52002,390.429993,49.470001,375.01001,6.2,197.460007,11.8,0.27,2984.8701170000004
9.0,26.0,2019.0,27.190001,4.74,29.469999,386.890015,186.0,1241.390015,392.920013,48.599998,382.149994,6.2,197.929993,11.8,0.26,2977.6201170000004
9.0,27.0,2019.0,27.01,4.62,28.719999,382.859985,183.020004,1225.089966,387.869995,43.209998999999996,371.179993,6.15,195.520004,11.66,0.26,2961.790039
9.0,30.0,2019.0,26.969999,4.39,28.99,380.47000099999997,182.729996,1219.0,390.059998,42.849998,374.790009,6.09,196.190002,11.34,0.25,2976.73999
10.0,1.0,2019.0,26.799999,4.12,28.76,374.940002,178.71000700000005,1205.099976,384.190002,42.299999,367.790009,6.0,192.130005,11.19,0.25,2940.25
10.0,2.0,2019.0,25.370001,4.15,28.309999,367.359985,174.410004,1176.630005,378.160004,41.98,362.5,6.08,191.279999,10.98,0.25,2887.610107
10.0,3.0,2019.0,25.27,4.51,28.68,372.070007,174.880005,1187.829956,380.059998,43.459998999999996,364.329987,6.11,193.740005,10.93,0.23,2910.6298829999996
10.0,4.0,2019.0,25.83,4.4,29.01,375.700012,176.639999,1209.0,384.950012,44.549999,368.980011,6.07,194.449997,11.04,0.22,2952.01001
10.0,7.0,2019.0,25.83,4.11,28.93,376.540009,176.699997,1207.680054,383.779999,44.16,367.920013,5.94,193.979996,11.04,0.23,2938.790039
10.0,8.0,2019.0,26.26,4.15,28.23,374.100006,176.5,1189.130005,382.119995,42.639998999999996,368.440002,5.97,192.220001,10.89,0.22,2893.060059
10.0,9.0,2019.0,27.07,4.11,28.459999,374.959991,177.050003,1202.310059,384.609985,42.880001,367.630005,5.81,196.119995,10.99,0.22,2919.399902
10.0,10.0,2019.0,27.18,3.72,28.379999,371.0,176.690002,1208.670044,386.880005,43.279999,368.75,5.93,198.610001,11.19,0.23,2938.1298829999996
10.0,11.0,2019.0,27.360001,3.68,29.75,374.920013,179.630005,1215.449951,381.470001,45.099998,362.220001,5.88,198.720001,11.42,0.24,2970.27002
10.0,14.0,2019.0,27.620001,3.51,30.530001,373.179993,179.119995,1217.140015,382.609985,44.860001000000004,366.420013,5.91,199.380005,11.18,0.25,2966.149902
10.0,15.0,2019.0,28.27,3.76,30.719999,370.959991,178.449997,1243.01001,382.75,46.459998999999996,361.940002,5.85,199.429993,11.06,0.25,2995.679932
10.0,16.0,2019.0,28.049999,3.61,30.809999,372.429993,178.28999299999995,1243.640015,382.839996,45.16,364.690002,5.71,200.380005,11.14,0.22,2989.689941
10.0,17.0,2019.0,27.93,3.89,31.139999,369.059998,176.759995,1253.069946,377.059998,45.5,356.269989,5.75,199.350006,11.28,0.22,2997.949951
10.0,18.0,2019.0,28.219999,3.68,30.969999,344.0,174.429993,1245.48999,372.480011,43.470001,349.619995,5.81,199.75,11.22,0.22,2986.199951
10.0,21.0,2019.0,28.620001,3.69,32.029999,331.059998,175.449997,1246.150024,374.049988,45.220001,350.390015,5.81,202.240005,11.21,0.22,3006.719971
10.0,22.0,2019.0,28.26,3.58,31.51,337.0,179.880005,1242.800049,373.679993,44.66,352.380005,5.97,204.710007,11.34,0.23,2995.98999
10.0,23.0,2019.0,28.290001,3.67,31.360001,340.5,173.559998,1259.130005,373.089996,44.66,353.200012,6.11,203.550003,11.65,0.23,3004.52002
10.0,24.0,2019.0,29.41,3.72,31.719999,344.549988,174.669998,1260.98999,374.73999,47.099998,356.910004,6.2,211.210007,11.73,0.22,3010.290039
10.0,25.0,2019.0,30.860001,3.8,32.709999,339.829987,173.53999299999995,1265.130005,370.730011,48.029999,345.0,6.09,212.149994,11.83,0.21,3022.550049
10.0,28.0,2019.0,31.360001,3.69,33.689999,340.880005,174.929993,1290.0,371.839996,48.689999,346.52999900000015,6.3,211.610001,11.65,0.2,3039.419922
10.0,29.0,2019.0,30.92,3.6,33.029999,348.929993,176.029999,1262.619995,371.100006,48.110001000000004,347.170013,6.22,211.649994,11.58,0.2,3036.889893
10.0,30.0,2019.0,30.290001,3.61,33.130001,346.059998,178.240005,1261.290039,378.640015,47.880001,354.079987,6.1,214.320007,11.47,0.21,3046.77002
10.0,31.0,2019.0,30.059999,3.59,33.93,339.910004,176.800003,1260.109985,376.679993,47.549999,352.480011,6.12,212.210007,11.3,0.21,3037.560059
11.0,1.0,2019.0,30.559999,3.58,34.889999,345.190002,179.729996,1273.73999,379.170013,48.380001,352.130005,6.16,216.089996,11.69,0.22,3066.909912
11.0,4.0,2019.0,30.950001,3.6,36.290001,351.089996,178.070007,1291.369995,374.480011,49.59,340.670013,6.05,214.339996,11.81,0.24,3078.27002
11.0,5.0,2019.0,31.18,3.76,36.150002,358.290009,179.300003,1292.030029,373.630005,48.68,337.850006,6.13,213.089996,11.93,0.21,3074.6201170000004
11.0,6.0,2019.0,30.959999,3.73,35.93,354.190002,181.570007,1291.800049,379.790009,47.68,344.019989,6.11,215.330002,11.81,0.2,3076.780029
11.0,7.0,2019.0,30.889999,3.58,36.279999,357.309998,182.949997,1308.859985,378.75,48.400002,343.429993,6.11,215.0,11.88,0.21,3085.179932
11.0,8.0,2019.0,30.76,3.81,36.290001,351.0,185.080002,1311.369995,381.859985,47.189999,350.109985,6.24,215.839996,11.99,0.21,3093.080078
11.0,11.0,2019.0,30.59,3.62,36.310001,366.959991,184.350006,1299.189941,381.380005,46.259997999999996,350.0,6.2,216.0,11.89,0.21,3087.01001
11.0,12.0,2019.0,29.52,3.57,36.709999,362.880005,185.279999,1298.800049,386.299988,46.900002,351.690002,6.16,216.880005,11.87,0.21,3091.840088
11.0,13.0,2019.0,28.66,3.55,37.52,362.5,184.720001,1298.0,387.690002,46.299999,353.720001,6.0,215.369995,11.96,0.21,3094.040039
11.0,14.0,2019.0,28.77,3.29,38.349998,367.440002,185.190002,1311.459961,390.160004,46.799999,355.690002,5.7,216.699997,11.91,0.19,3096.6298829999996
11.0,15.0,2019.0,28.860001,2.73,38.560001,371.679993,187.080002,1334.869995,393.549988,47.709998999999996,356.660004,5.99,218.880005,12.08,0.16,3120.459961
11.0,18.0,2019.0,28.6,2.28,39.880001,369.459991,186.580002,1320.699951,392.76001,47.82,356.700012,5.76,219.289993,11.9,0.15,3122.030029
11.0,19.0,2019.0,29.290001,2.34,41.290001,367.0,184.949997,1315.459961,390.809998,46.580002,353.540009,5.68,218.089996,11.57,0.16,3120.179932
11.0,20.0,2019.0,28.23,2.64,40.98,370.910004,184.330002,1303.050049,392.700012,45.57,353.0,5.6,217.070007,11.9,0.2,3108.459961
11.0,21.0,2019.0,27.93,3.12,39.52,366.440002,182.949997,1301.349976,390.26001,45.549999,348.220001,5.84,215.809998,12.2,0.2,3103.540039
11.0,22.0,2019.0,28.68,2.7,39.150002,371.339996,182.880005,1295.339966,390.73999,45.869999,349.160004,5.69,216.399994,12.11,0.2,3110.290039
11.0,25.0,2019.0,28.99,2.52,39.790001,373.130005,182.660004,1306.689941,389.980011,47.52,349.75,5.78,216.289993,12.11,0.19,3133.639893
11.0,26.0,2019.0,29.049999,2.39,38.990002,373.51001,182.020004,1313.550049,392.5,46.720001,353.850006,5.69,217.110001,12.19,0.17,3140.52002
11.0,27.0,2019.0,28.950001,2.52,39.41,368.0,182.350006,1312.98999,394.23999,48.16,352.880005,5.56,218.539993,12.14,0.16,3153.6298829999996
11.0,29.0,2019.0,28.74,2.5,39.150002,366.179993,181.740005,1304.959961,391.029999,47.509997999999996,351.769989,5.82,217.419998,11.62,0.18,3140.97998
12.0,2.0,2019.0,28.08,2.44,38.73,355.179993,177.990005,1289.920044,383.619995,46.389998999999996,341.730011,5.83,214.059998,11.67,0.18,3113.8701170000004
12.0,3.0,2019.0,27.290001,2.47,38.900002,352.079987,177.03999299999995,1295.280029,381.619995,45.23,343.149994,5.7,213.770004,11.76,0.18,3093.199951
12.0,4.0,2019.0,27.379999,2.48,39.689999,348.839996,178.080002,1320.540039,384.579987,46.299999,343.209991,5.76,214.860001,12.19,0.17,3112.76001
12.0,5.0,2019.0,27.24,2.44,39.619999,345.679993,182.369995,1328.130005,385.940002,46.619999,344.410004,5.61,214.889999,12.19,0.16,3117.429932
12.0,6.0,2019.0,27.73,2.43,39.630001,354.089996,183.550003,1340.619995,386.859985,47.93,344.76001,5.62,217.210007,12.32,0.15,3145.909912
12.0,9.0,2019.0,27.49,2.62,38.93,351.209991,183.169998,1343.560059,383.339996,46.450001,343.049988,5.65,216.52999900000003,12.33,0.16,3135.959961
12.0,10.0,2019.0,27.0,2.52,39.439999,347.899994,180.479996,1344.660034,384.440002,47.459998999999996,344.480011,5.56,216.52999900000003,12.39,0.16,3132.52002
12.0,11.0,2019.0,26.860001,2.45,39.470001,350.0,179.270004,1345.02002,386.23999,49.259997999999996,348.709991,5.6,217.820007,12.3,0.16,3141.6298829999996
12.0,12.0,2019.0,27.719999,2.6,42.59,346.290009,180.470001,1350.27002,384.049988,50.970001,345.899994,5.56,218.190002,12.37,0.17,3168.570068
12.0,13.0,2019.0,27.48,2.63,41.150002,341.670013,179.029999,1347.829956,386.470001,51.200001,344.649994,5.54,217.399994,12.49,0.15,3168.800049
12.0,16.0,2019.0,27.92,2.54,42.349998,327.0,180.589996,1361.170044,385.950012,52.939999,344.690002,5.49,219.289993,12.59,0.14,3191.449951
12.0,17.0,2019.0,28.280001,2.35,42.77,327.0,181.100006,1355.119995,386.890015,53.0,345.839996,5.49,217.789993,12.72,0.13,3192.52002
12.0,18.0,2019.0,28.0,2.19,42.299999,330.679993,178.46000700000005,1352.619995,380.570007,53.040001000000004,338.700012,5.35,214.160004,12.74,0.13,3191.139893
12.0,19.0,2019.0,28.549999,2.27,42.830002,333.5,178.649994,1356.040039,383.149994,54.529999,342.209991,5.43,216.110001,12.78,0.19,3205.3701170000004
12.0,20.0,2019.0,29.040001,2.25,44.150002,328.0,178.330002,1349.589966,386.470001,55.060001,345.910004,5.39,217.399994,12.63,0.17,3221.219971
12.0,23.0,2019.0,29.299999,2.01,45.459999,337.549988,179.740005,1348.839966,391.899994,55.400002,348.119995,5.37,219.869995,12.7,0.19,3224.01001
12.0,24.0,2019.0,29.18,1.99,46.540001,333.0,178.820007,1343.560059,390.170013,55.419998,347.079987,5.66,219.350006,12.77,0.19,3223.3798829999996
12.0,26.0,2019.0,29.67,2.0,46.630001,329.920013,178.190002,1360.400024,392.299988,55.110001000000004,347.959991,5.86,221.020004,12.89,0.18,3239.909912
12.0,27.0,2019.0,28.440001,1.91,46.18,330.140015,177.490005,1351.890015,393.600006,54.029999,346.440002,5.76,220.960007,12.91,0.17,3240.02002
12.0,30.0,2019.0,28.299999,1.91,45.52,326.399994,176.009995,1336.140015,391.899994,53.209998999999996,349.070007,5.91,220.190002,12.89,0.16,3221.290039
12.0,31.0,2019.0,28.68,2.16,45.860001,325.76001,176.350006,1337.02002,389.380005,53.779999,343.970001,5.91,219.740005,12.81,0.17,3230.780029
1.0,2.0,2020.0,29.09,2.02,49.099998,333.320007,178.429993,1367.369995,399.369995,55.389998999999996,355.700012,5.93,224.479996,12.81,0.18,3257.850098
1.0,3.0,2020.0,27.65,2.0,48.599998,332.76001,180.179993,1360.660034,413.73999,54.529999,375.01001,5.85,227.809998,13.18,0.22,3234.850098
1.0,6.0,2020.0,27.32,1.9,48.389999,333.73999,182.089996,1394.209961,413.109985,53.57,375.829987,5.83,227.52999900000003,13.16,0.52,3246.280029
1.0,7.0,2020.0,27.219999,1.83,48.25,337.2799990000001,180.020004,1393.339966,414.5,58.27,374.970001,5.8,226.539993,13.13,0.39,3237.179932
1.0,8.0,2020.0,27.84,1.74,47.830002,331.369995,180.479996,1404.319946,411.029999,57.52,370.290009,5.71,227.399994,12.66,0.29,3253.050049
1.0,9.0,2020.0,27.950001,1.86,48.970001,336.339996,181.610001,1419.829956,414.929993,57.310001,372.359985,5.63,228.649994,12.49,0.27,3274.699951
